fee_id,payment_id,fee_amount,tax_amount,fee_type
fee_27ab5dc9e1,pay_075f33038c,102.0,18.36,gateway_fee
fee_ec61306cc7,pay_c2fa0712ee,79.97,14.39,gateway_fee
fee_1e0f2fcf19,pay_17e12b307c,54.36,9.78,gateway_fee
fee_eaf56b33c6,pay_2e7e75ccb7,417.58,75.16,gateway_fee
fee_9eefc8f083,pay_3e90403819,166.93,30.05,gateway_fee
fee_dcbc52aa6c,pay_3dc8925444,23.65,4.26,gateway_fee
fee_12d55bcbb4,pay_3d83fe4110,75.53,13.6,gateway_fee
fee_9291a77986,pay_773ef4171c,23.39,4.21,gateway_fee
fee_46dfebf351,pay_7b39308af0,45.9,8.26,gateway_fee
fee_77382e3e1d,pay_e8e5f3a4bb,23.76,4.28,gateway_fee
fee_ca81f64cf0,pay_0390cfff49,15.77,2.84,gateway_fee
fee_c76b37647e,pay_9bd8335663,75.86,13.65,gateway_fee
fee_04dcc72a84,pay_1ad01dc84f,82.63,14.87,gateway_fee
fee_c9a0f3a913,pay_2de29b6d3c,6.25,1.12,gateway_fee
fee_80a28b7d80,pay_474b9f0544,16.99,3.06,gateway_fee
fee_d8a486c407,pay_740404dbe6,16.97,3.05,gateway_fee
fee_f7a9337f30,pay_0d6ff864f6,12.76,2.3,gateway_fee
fee_62f02b7c8a,pay_a4104bd4b5,3.76,0.68,gateway_fee
fee_124f706225,pay_5bca216b94,20.99,3.78,gateway_fee
fee_84b97de02a,pay_1eb823e3c3,20.31,3.66,gateway_fee
fee_0782b81bf5,pay_2223063e45,10.61,1.91,gateway_fee
fee_1585ece488,pay_9b2fb59da2,24.38,4.39,gateway_fee
fee_8144cf4b5d,pay_d02b3d7345,5.38,0.97,gateway_fee
fee_a719359b39,pay_efa082a9e4,5.38,0.97,gateway_fee
fee_cf5dcfcc48,pay_f5049ed38f,18.3,3.29,gateway_fee
fee_d8763ee2af,pay_c717d04078,15.63,2.81,gateway_fee
fee_a560ac3a74,pay_a588cbd2f2,196.37,35.35,gateway_fee
fee_58225a6cc2,pay_05688103f2,6.89,1.24,gateway_fee
fee_80b74a5bba,pay_e402c6700f,23.31,4.2,gateway_fee
fee_89c9d5430c,pay_7ab98c2cde,6.18,1.11,gateway_fee
fee_e613018bbc,pay_508917a331,118.0,21.24,gateway_fee
fee_4afe6ca431,pay_94b1248528,27.98,5.04,gateway_fee
fee_028963e758,pay_a7e4ca3b7c,25.85,4.65,gateway_fee
fee_2844fa8096,pay_abc3e4204a,24.25,4.37,gateway_fee
fee_0e63223e29,pay_3e7c135628,132.73,23.89,gateway_fee
fee_885752ddc6,pay_67ba86f81f,81.8,14.72,gateway_fee
fee_1e35aa541b,pay_1857c70550,3.24,0.58,gateway_fee
fee_dd105a99d7,pay_a22a51ee7f,8.73,1.57,gateway_fee
fee_40ffbcc7ad,pay_0d6b52557b,20.13,3.62,gateway_fee
fee_ab41aabb5c,pay_a4e806c366,186.93,33.65,gateway_fee
fee_7870ee316b,pay_4fb8462c49,177.82,32.01,gateway_fee
fee_a19ebdba3f,pay_2dc64ab3c1,9.55,1.72,gateway_fee
fee_9917d684c2,pay_cef076b8b9,6.91,1.24,gateway_fee
fee_9b3d98d8a6,pay_f4842ff549,20.17,3.63,gateway_fee
fee_33b6fcff21,pay_22209a4ee6,13.84,2.49,gateway_fee
fee_64b6df37ff,pay_b4f1a69bf6,128.73,23.17,gateway_fee
fee_dbab9b1f8e,pay_a76b51ed75,12.94,2.33,gateway_fee
fee_890448f025,pay_82313b22e6,6.14,1.11,gateway_fee
fee_963ca1e3c0,pay_e8c195d7fa,5.7,1.03,gateway_fee
fee_00e3bb177b,pay_8406d90728,24.46,4.4,gateway_fee
fee_369ce08bc9,pay_5995c2f72a,141.34,25.44,gateway_fee
fee_edf635e76d,pay_b4ba177376,77.62,13.97,gateway_fee
fee_a3fdf45d84,pay_d682856cc1,6.66,1.2,gateway_fee
fee_c67c30ea6b,pay_2b94d14e9d,29.83,5.37,gateway_fee
fee_8a8d69434f,pay_42216aa38a,169.77,30.56,gateway_fee
fee_2bdb1c9108,pay_0387f84e2b,2.7,0.49,gateway_fee
fee_323715d52d,pay_6376c0f809,16.21,2.92,gateway_fee
fee_a7bf635693,pay_5f13f2607d,576.0,103.68,gateway_fee
fee_200b737fed,pay_34aa02e50b,19.29,3.47,gateway_fee
fee_0159194f48,pay_5319c884d0,48.35,8.7,gateway_fee
fee_fdee1d2330,pay_4c6d74cb82,9.97,1.79,gateway_fee
fee_38b06b31df,pay_fd3fd7af96,185.72,33.43,gateway_fee
fee_fdafe2847c,pay_7133226252,60.16,10.83,gateway_fee
fee_394e9c9e4a,pay_7c094e0522,48.57,8.74,gateway_fee
fee_6823dd31fa,pay_0ab442e960,58.75,10.57,gateway_fee
fee_8aba0b0645,pay_3efc0d4b3e,874.02,157.32,gateway_fee
fee_7e0f613d23,pay_a5f407363b,730.04,131.41,gateway_fee
fee_b20b2bacf3,pay_bed5221025,15.45,2.78,gateway_fee
fee_961a2b4b66,pay_71dc21641a,33.68,6.06,gateway_fee
fee_3671b415e6,pay_4d95e70919,6.57,1.18,gateway_fee
fee_9622ca60ab,pay_220e74f667,28.22,5.08,gateway_fee
fee_e327b09e35,pay_59f9b47c38,11.03,1.99,gateway_fee
fee_f5e8f632dd,pay_cf166a2b0a,6.02,1.08,gateway_fee
fee_f08f86099f,pay_6153b1bff3,6.33,1.14,gateway_fee
fee_aa8dad4917,pay_f397d018b0,179.63,32.33,gateway_fee
fee_4182d9e792,pay_4e3b3c61ab,10.72,1.93,gateway_fee
fee_578bf9adfc,pay_40c2ffd9eb,7.88,1.42,gateway_fee
fee_999e6ea9bd,pay_4ae3958685,27.44,4.94,gateway_fee
fee_ec0382fb0a,pay_37a4591794,504.36,90.78,gateway_fee
fee_f7ac215c38,pay_f61855423f,8.08,1.45,gateway_fee
fee_3243d7d1ec,pay_9045668601,939.56,169.12,gateway_fee
fee_9a3a479e83,pay_efc0d63595,11.94,2.15,gateway_fee
fee_17266ce948,pay_520e7f537e,333.95,60.11,gateway_fee
fee_2dcdf8eee5,pay_a70bc1be41,11.19,2.01,gateway_fee
fee_caf3fd863c,pay_a8fc7aa623,13.4,2.41,gateway_fee
fee_ac24f1c6eb,pay_2237225e52,613.65,110.46,gateway_fee
fee_e9e950856c,pay_6a12fbce46,238.04,42.85,gateway_fee
fee_9c8da22f49,pay_d9265df8ae,154.67,27.84,gateway_fee
fee_a9466c685f,pay_6f86c82f69,23.5,4.23,gateway_fee
fee_6db1c475e0,pay_070ac0e14a,22.66,4.08,gateway_fee
fee_8a2d66247d,pay_b8504f7bb0,10.48,1.89,gateway_fee
fee_c85b2c09e1,pay_2044bd0da7,15.94,2.87,gateway_fee
fee_4cfb91fad0,pay_0254ae5e49,14.05,2.53,gateway_fee
fee_6312cf94ae,pay_0597c871f5,17.59,3.17,gateway_fee
fee_4213b294c0,pay_3d6f500433,5.06,0.91,gateway_fee
fee_254a899444,pay_a8603a46c9,18.55,3.34,gateway_fee
fee_d785e46751,pay_6e25b5ce7e,56.92,10.25,gateway_fee
fee_c1487dcdb0,pay_18f0a6bbb2,4.73,0.85,gateway_fee
fee_b2786523b5,pay_986fddf7cd,20.42,3.68,gateway_fee
fee_079e37d294,pay_fd2f16f205,12.93,2.33,gateway_fee
fee_69f9e3b3f4,pay_3302a5ad5f,23.42,4.22,gateway_fee
fee_3cfd6eafdd,pay_070b817b82,234.56,42.22,gateway_fee
fee_d5314a67fb,pay_864e9d139b,161.16,29.01,gateway_fee
fee_c4a5a1b2f2,pay_f39f2cd190,7.87,1.42,gateway_fee
fee_24df0e3fda,pay_956f20645c,13.6,2.45,gateway_fee
fee_4aa535594f,pay_a4e084ef76,211.17,38.01,gateway_fee
fee_3a21b9843c,pay_b7546d5ec2,209.08,37.63,gateway_fee
fee_fc738cfc68,pay_7e2b6adb3a,21.19,3.81,gateway_fee
fee_fdf8a06ea1,pay_453ddacdf0,165.67,29.82,gateway_fee
fee_468d5c63aa,pay_4c04885bda,25.16,4.53,gateway_fee
fee_807fd668cf,pay_9d7edecc1c,9.64,1.74,gateway_fee
fee_8008ce8394,pay_e3d8644d58,3.78,0.68,gateway_fee
fee_a20ae2298f,pay_81004ac536,17.99,3.24,gateway_fee
fee_472a24b12f,pay_cb2ec540f4,80.0,14.4,gateway_fee
fee_496807749d,pay_2dc4e23333,13.84,2.49,gateway_fee
fee_7f94cc359c,pay_51c35a0e5f,41.74,7.51,gateway_fee
fee_4f6cec5217,pay_c2c3a08d2a,8.9,1.6,gateway_fee
fee_511a55a021,pay_c80bd5a9fd,700.42,126.08,gateway_fee
fee_dfe6c5ef32,pay_b7aefd058a,24.74,4.45,gateway_fee
fee_7c9dbe9067,pay_1c384a855a,28.22,5.08,gateway_fee
fee_33cde7cabd,pay_5b998324e2,191.02,34.38,gateway_fee
fee_0067941f96,pay_fc6bbfe147,25.55,4.6,gateway_fee
fee_f727cf7452,pay_cfa1466563,22.42,4.04,gateway_fee
fee_7ae1ba4037,pay_b2a9909402,14.42,2.6,gateway_fee
fee_a7fe43efb2,pay_4fa1c67de1,8.99,1.62,gateway_fee
fee_ba1f91132e,pay_664c7f97d7,6.86,1.23,gateway_fee
fee_aff93d8436,pay_2d02d4acf0,78.03,14.05,gateway_fee
fee_83bab94a7e,pay_d40ac3d257,9.28,1.67,gateway_fee
fee_a80afcece7,pay_5ff592ba97,15.84,2.85,gateway_fee
fee_80a4932ad1,pay_900b1e8cbb,7.94,1.43,gateway_fee
fee_b5850be5b3,pay_40d2e216e4,11.32,2.04,gateway_fee
fee_c641a1d478,pay_fad43dfc6a,31.13,5.6,gateway_fee
fee_ed84563a69,pay_8386789bc0,7.02,1.26,gateway_fee
fee_87b34c84e3,pay_e78ecbe3f2,120.92,21.77,gateway_fee
fee_04320e50fe,pay_e509d78310,14.04,2.53,gateway_fee
fee_9c0e74ca4f,pay_9833583577,29.69,5.34,gateway_fee
fee_5f257b4792,pay_c813248382,26.31,4.74,gateway_fee
fee_2d3c54a25e,pay_bb2adb7b4b,29.94,5.39,gateway_fee
fee_86a0f8ad8f,pay_abea91c7d5,216.35,38.94,gateway_fee
fee_fa3d3ff9d1,pay_f8a9a0a172,19.59,3.53,gateway_fee
fee_168788cc41,pay_1dc8d7e479,999.86,179.97,gateway_fee
fee_9416f15613,pay_7be2a6579c,48.73,8.77,gateway_fee
fee_9270227f4e,pay_76165ea8a0,357.14,64.29,gateway_fee
fee_067494f019,pay_2aa8eee33e,204.73,36.85,gateway_fee
fee_a1a4aa371e,pay_27b70efaa5,48.95,8.81,gateway_fee
fee_8704f1889e,pay_21ef1f3375,29.25,5.26,gateway_fee
fee_890b31b3a8,pay_4bc7d1e38f,10.27,1.85,gateway_fee
fee_b19f8cfee5,pay_61d69bd6da,15.01,2.7,gateway_fee
fee_fde937866c,pay_6320d7953e,22.73,4.09,gateway_fee
fee_37da62b192,pay_a892ba089f,92.51,16.65,gateway_fee
fee_10af813976,pay_a54cd5dde0,902.22,162.4,gateway_fee
fee_32e7d6cb2d,pay_d6add7c2c4,20.42,3.68,gateway_fee
fee_81806517a2,pay_7e9bda68ec,69.53,12.52,gateway_fee
fee_ea20e37186,pay_8990a36008,143.1,25.76,gateway_fee
fee_0def5dc50f,pay_106fc27f4f,27.27,4.91,gateway_fee
fee_18a14042cb,pay_ccdcf1308e,25.22,4.54,gateway_fee
fee_226b495292,pay_da0e5b2b07,226.41,40.75,gateway_fee
fee_f1c2673cec,pay_bbb5f2ccb1,14.21,2.56,gateway_fee
fee_c12f1ad84f,pay_3b735a3ced,873.14,157.17,gateway_fee
fee_2a9910d9cc,pay_63e3202cb6,48.1,8.66,gateway_fee
fee_5a691d45f0,pay_1d96c59006,228.04,41.05,gateway_fee
fee_1691fa8683,pay_c836102bd8,104.98,18.9,gateway_fee
fee_f5e8eb8cf8,pay_9232bf00e9,19.29,3.47,gateway_fee
fee_73efbf4405,pay_9068277963,146.97,26.45,gateway_fee
fee_eb0b450c51,pay_bd95563a7f,834.06,150.13,gateway_fee
fee_ddb2d82975,pay_8a1f6b9b58,212.88,38.32,gateway_fee
fee_afa72d7c37,pay_d30770b789,62.4,11.23,gateway_fee
fee_e4f3ae7ddb,pay_b7a1ed184b,31.38,5.65,gateway_fee
fee_a00f74c40f,pay_3f6022a3f4,117.15,21.09,gateway_fee
fee_9eee310a46,pay_d0c702008d,116.82,21.03,gateway_fee
fee_81dbcf67dc,pay_904d413094,13.01,2.34,gateway_fee
fee_b504088cc9,pay_1cc8b831fc,21.06,3.79,gateway_fee
fee_f18625d30b,pay_eb220a3dce,703.9,126.7,gateway_fee
fee_6b46b5bc6b,pay_55a6133148,176.47,31.76,gateway_fee
fee_03143515b9,pay_5875c0278d,22.13,3.98,gateway_fee
fee_6df979433d,pay_ee3b013459,19.8,3.56,gateway_fee
fee_eb1649ba18,pay_ae182f2ec2,93.83,16.89,gateway_fee
fee_bdc969a8b0,pay_0821483580,3.34,0.6,gateway_fee
fee_8c68aeb2ee,pay_a9d7ace922,237.69,42.78,gateway_fee
fee_3128094e33,pay_a9de587940,139.13,25.04,gateway_fee
fee_6908ce8754,pay_d916f15afc,4.19,0.75,gateway_fee
fee_10e1593501,pay_ca9ac66013,13.86,2.49,gateway_fee
fee_8a19b8645a,pay_e8d42f40d2,21.91,3.94,gateway_fee
fee_2d232f0d56,pay_bf6f143dc3,5.3,0.95,gateway_fee
fee_14ea002b20,pay_9adef64c15,118.57,21.34,gateway_fee
fee_de71a3b56d,pay_fcc8393ff7,26.37,4.75,gateway_fee
fee_f3a6934bfe,pay_f20d14dcbc,22.16,3.99,gateway_fee
fee_bc204f704f,pay_5de85ae3c4,61.29,11.03,gateway_fee
fee_0bbf0675d0,pay_40a3d2b37c,497.64,89.58,gateway_fee
fee_98bb426f0d,pay_ab91f725cd,197.19,35.49,gateway_fee
fee_6b26b4d47c,pay_97032043b2,41.1,7.4,gateway_fee
fee_39d73a6656,pay_4bc408b388,376.61,67.79,gateway_fee
fee_96ec969ca1,pay_a058d89dbe,157.44,28.34,gateway_fee
fee_6c37543f80,pay_cc3b04077a,26.07,4.69,gateway_fee
fee_4783096be2,pay_2d9c62b23b,7.11,1.28,gateway_fee
fee_ade360f6f2,pay_78f3a45b14,377.91,68.02,gateway_fee
fee_04b387150e,pay_b3d454da6d,28.36,5.1,gateway_fee
fee_d12cefc9f0,pay_71d9c08b3f,13.41,2.41,gateway_fee
fee_fce354a1a9,pay_c3f316dea5,194.9,35.08,gateway_fee
fee_f4dce47ef5,pay_bc96ff9622,6.71,1.21,gateway_fee
fee_7f753fc988,pay_8cebe87356,206.29,37.13,gateway_fee
fee_3ce85b02b8,pay_cc45836fcc,22.7,4.09,gateway_fee
fee_63f239a2b4,pay_248979f068,88.69,15.96,gateway_fee
fee_c8d6ebdc19,pay_5ebcb4f30f,777.89,140.02,gateway_fee
fee_3fed75a77c,pay_befdba1f78,489.63,88.13,gateway_fee
fee_cb9aebee94,pay_f9ccf6168c,27.07,4.87,gateway_fee
fee_9ae13cf1d5,pay_e45496b9f3,5.46,0.98,gateway_fee
fee_26fb8d0fb3,pay_4bc196e5d2,577.88,104.02,gateway_fee
fee_8eb464ecbe,pay_84406e1b28,199.77,35.96,gateway_fee
fee_c391e5aea6,pay_dfdfcabc78,777.3,139.91,gateway_fee
fee_69c23506b9,pay_ebd59aa9c3,17.96,3.23,gateway_fee
fee_ec96606b5d,pay_91c24db425,215.45,38.78,gateway_fee
fee_3777c44985,pay_1c2d21e0c5,21.04,3.79,gateway_fee
fee_84b48b1e86,pay_74353bfa4d,644.63,116.03,gateway_fee
fee_fbc1eb76a0,pay_de053e6acc,411.48,74.07,gateway_fee
fee_7a9caa4bcf,pay_87fc692c15,19.51,3.51,gateway_fee
fee_84626b63c8,pay_a368c00046,81.9,14.74,gateway_fee
fee_5c7ac0a4be,pay_9927b46ced,829.57,149.32,gateway_fee
fee_d62ed7b01a,pay_354be9fe31,120.69,21.72,gateway_fee
fee_5ea32f24fd,pay_5f54a624ea,116.33,20.94,gateway_fee
fee_c1693a86c0,pay_fa3703f799,20.23,3.64,gateway_fee
fee_0e2c69728a,pay_e3f7d97dcf,21.97,3.95,gateway_fee
fee_210a0e7857,pay_ad8ce35642,22.29,4.01,gateway_fee
fee_05b025fa82,pay_cae80aff4e,137.76,24.8,gateway_fee
fee_ba3430f7ae,pay_9495e0cc9c,11.6,2.09,gateway_fee
fee_83e5357cbf,pay_d9c43f4241,147.48,26.55,gateway_fee
fee_764ede26ae,pay_577933f351,15.32,2.76,gateway_fee
fee_848f9f9620,pay_a1d5d11065,6.54,1.18,gateway_fee
fee_70de5caec0,pay_fbbba3b543,7.97,1.43,gateway_fee
fee_de352982fd,pay_be26b92bc8,31.41,5.65,gateway_fee
fee_620b5ac8dc,pay_d8833f475f,19.68,3.54,gateway_fee
fee_e0685ce75f,pay_910ffee761,9.34,1.68,gateway_fee
fee_86a14f18ff,pay_2e53e49acf,9.33,1.68,gateway_fee
fee_3a6dfac1f5,pay_000c314b54,7.89,1.42,gateway_fee
fee_41a3290083,pay_02123a02cd,21.44,3.86,gateway_fee
fee_067758c5b2,pay_91bf21a851,209.43,37.7,gateway_fee
fee_6e2677ed9a,pay_cac33c1612,913.23,164.38,gateway_fee
fee_a673751f66,pay_3c5e2fb48d,26.71,4.81,gateway_fee
fee_9107a07ffd,pay_fd0e9d74eb,21.45,3.86,gateway_fee
fee_ec88eecb9f,pay_92a4b09c5a,27.06,4.87,gateway_fee
fee_f40570ac56,pay_5b071e9caa,18.35,3.3,gateway_fee
fee_f590c36412,pay_4bb3eaef0b,96.57,17.38,gateway_fee
fee_9f32b122a7,pay_11042c550f,4.31,0.78,gateway_fee
fee_9f881d557c,pay_55dd85e5c8,17.29,3.11,gateway_fee
fee_b6301c249a,pay_3042a90ce3,87.64,15.78,gateway_fee
fee_40f6e46d6f,pay_a8cb85940e,25.02,4.5,gateway_fee
fee_b24706ca1c,pay_064abc7ece,963.13,173.36,gateway_fee
fee_fcba9bb1b2,pay_886d88c280,146.05,26.29,gateway_fee
fee_a454de636c,pay_e235b69cf1,176.57,31.78,gateway_fee
fee_e421cdeec3,pay_4cb1acb928,56.95,10.25,gateway_fee
fee_c28f29a83d,pay_074b68c0ea,23.07,4.15,gateway_fee
fee_37763c16ec,pay_c1a5aeb594,28.67,5.16,gateway_fee
fee_3851920ba8,pay_6277fb0a41,15.29,2.75,gateway_fee
fee_1ee0760a93,pay_39b55c76b8,10.15,1.83,gateway_fee
fee_a97c247e96,pay_85d557da70,27.47,4.94,gateway_fee
fee_0733889d25,pay_699620d0b5,111.69,20.1,gateway_fee
fee_1fad965e61,pay_22acd24395,18.9,3.4,gateway_fee
fee_744758a3da,pay_d679747cb6,578.76,104.18,gateway_fee
fee_fe11080ba5,pay_fd44e616e9,184.83,33.27,gateway_fee
fee_e4f16c9679,pay_b6341f9a3e,7.03,1.27,gateway_fee
fee_59019d575a,pay_e335c2ef18,39.17,7.05,gateway_fee
fee_7c2cbdd75b,pay_3676315388,181.71,32.71,gateway_fee
fee_abbea97b7a,pay_60a92f973e,135.92,24.47,gateway_fee
fee_14a91da337,pay_16f07e2d8e,4.05,0.73,gateway_fee
fee_baf7f49f28,pay_b7e26ed86e,5.21,0.94,gateway_fee
fee_24a882bef9,pay_5448c80a90,20.4,3.67,gateway_fee
fee_6bc4b80035,pay_b0ead415c1,67.22,12.1,gateway_fee
fee_fe60d10532,pay_133f6ff205,8.07,1.45,gateway_fee
fee_592869e79c,pay_bd6fd102ab,218.37,39.31,gateway_fee
fee_af9a98e140,pay_cc9f190079,7.65,1.38,gateway_fee
fee_6d2775cfae,pay_d182eab29e,2.41,0.43,gateway_fee
fee_35a9c55b6d,pay_5dc9eabf05,16.35,2.94,gateway_fee
fee_d2cc5d7a7f,pay_d60e5f9cba,32.52,5.85,gateway_fee
fee_ae9cf178ba,pay_bd57b1ab48,8.12,1.46,gateway_fee
fee_c679d6f772,pay_e8e2f0c9ee,4.65,0.84,gateway_fee
fee_31330fbb3f,pay_85f560037b,174.4,31.39,gateway_fee
fee_875269d3ab,pay_b8238d24f7,22.77,4.1,gateway_fee
fee_e396bf336f,pay_168e83ff63,19.98,3.6,gateway_fee
fee_a4a8a2509c,pay_744049d6dd,189.7,34.15,gateway_fee
fee_e585fc6ade,pay_35fdfae047,8.78,1.58,gateway_fee
fee_ebcf164d5c,pay_74ad80052b,7.14,1.29,gateway_fee
fee_e423eb0c58,pay_fb37525777,953.09,171.56,gateway_fee
fee_10a0cab216,pay_e62c0a17b7,22.3,4.01,gateway_fee
fee_44934e9abc,pay_17cbd8d051,9.99,1.8,gateway_fee
fee_49020899a1,pay_fc4267218e,15.18,2.73,gateway_fee
fee_0d38c70e27,pay_4c0969a3d3,4.33,0.78,gateway_fee
fee_adb163ea06,pay_a3f622026d,7.31,1.32,gateway_fee
fee_791ca2733a,pay_ee08d0fefa,10.62,1.91,gateway_fee
fee_a60f4774a2,pay_5f492ab727,23.36,4.2,gateway_fee
fee_9a1501f7e6,pay_05b83f9b41,224.57,40.42,gateway_fee
fee_2172ac27c4,pay_fb14682764,84.88,15.28,gateway_fee
fee_058c5ad1a7,pay_759779f91d,23.59,4.25,gateway_fee
fee_955be48ada,pay_8bb491afe3,13.95,2.51,gateway_fee
fee_3216b8658c,pay_6d26d79a7a,197.48,35.55,gateway_fee
fee_7976538e98,pay_1950f70f07,30.33,5.46,gateway_fee
fee_2392be0925,pay_13cf90a088,21.71,3.91,gateway_fee
fee_d25cdef084,pay_6252c789ee,3.65,0.66,gateway_fee
fee_e7e87d5fe0,pay_f38e5eb5a0,237.4,42.73,gateway_fee
fee_f1c564d7a2,pay_57d9502749,818.64,147.36,gateway_fee
fee_d066b2d4c4,pay_dd7bd7eb26,102.05,18.37,gateway_fee
fee_8513304e53,pay_7a3cafe4a3,903.54,162.64,gateway_fee
fee_831d538d9e,pay_4730b2e979,16.86,3.03,gateway_fee
fee_21933f0415,pay_660d16d96a,29.61,5.33,gateway_fee
fee_52a8b2d340,pay_22b519758c,15.57,2.8,gateway_fee
fee_907e8047a3,pay_0e90436440,990.29,178.25,gateway_fee
fee_842ad06c76,pay_65c85e0116,7.93,1.43,gateway_fee
fee_b8a0851848,pay_d1df39eb10,76.28,13.73,gateway_fee
fee_bc7ae0061d,pay_61a0590e7e,48.99,8.82,gateway_fee
fee_91b2158587,pay_1cee966e90,22.09,3.98,gateway_fee
fee_a5897d989c,pay_b79040e12e,4.5,0.81,gateway_fee
fee_c7ab5ab01f,pay_cb51c8bdd2,230.35,41.46,gateway_fee
fee_38348f1e92,pay_0ba049ead2,482.93,86.93,gateway_fee
fee_13ee00eeb5,pay_c5e00fa9a1,60.96,10.97,gateway_fee
fee_574ce7ecc2,pay_ddec0d4921,21.28,3.83,gateway_fee
fee_f6f3fada15,pay_6fa47d89d7,284.7,51.25,gateway_fee
fee_b393ccaf0d,pay_cbbe34b112,26.23,4.72,gateway_fee
fee_bdc477c511,pay_7d571e2f4a,13.83,2.49,gateway_fee
fee_f04cd3bde6,pay_cfa1951ad3,179.01,32.22,gateway_fee
fee_f6a1c4e10d,pay_bd15051406,24.52,4.41,gateway_fee
fee_9662242bd2,pay_8974b239be,16.43,2.96,gateway_fee
fee_057fe157ec,pay_de94df9ec7,15.68,2.82,gateway_fee
fee_c7d44959dc,pay_faf5dcabe5,166.57,29.98,gateway_fee
fee_65f3a620f0,pay_bd6acff4d9,22.87,4.12,gateway_fee
fee_b01bde25e3,pay_fe9c08fff9,3.78,0.68,gateway_fee
fee_999dd4170f,pay_f43b9beacb,141.32,25.44,gateway_fee
fee_c42d74e7ad,pay_53fcd19caa,17.75,3.19,gateway_fee
fee_88d1497390,pay_57b915f3fe,29.36,5.28,gateway_fee
fee_317bdf6e27,pay_30c1d1175c,18.16,3.27,gateway_fee
fee_596add2879,pay_185f33ebdd,12.69,2.28,gateway_fee
fee_0570c7cc8d,pay_29b04083c0,3.98,0.72,gateway_fee
fee_ac2cfba37c,pay_2489f6760b,834.88,150.28,gateway_fee
fee_937dc212d6,pay_2cc1cf909c,21.61,3.89,gateway_fee
fee_8dc408a75f,pay_69a526d1c3,11.66,2.1,gateway_fee
fee_18e4504be7,pay_ff6e219413,6.35,1.14,gateway_fee
fee_b015219c3b,pay_197b08ecc0,777.7,139.99,gateway_fee
fee_10c98e8381,pay_0f877ec0b0,9.72,1.75,gateway_fee
fee_60962f176a,pay_289979b51f,4.52,0.81,gateway_fee
fee_686a17949c,pay_b044b286d9,10.0,1.8,gateway_fee
fee_66ef4ce96e,pay_94a57d7d4e,16.42,2.96,gateway_fee
fee_455a897aed,pay_3b5777aa5a,177.54,31.96,gateway_fee
fee_84184268f0,pay_962461ccf4,6.72,1.21,gateway_fee
fee_f0f0a32032,pay_e1d449d13f,561.27,101.03,gateway_fee
fee_87841cedfb,pay_d99f36546f,208.66,37.56,gateway_fee
fee_123ea41d2c,pay_701afa7e88,149.46,26.9,gateway_fee
fee_ad80e6fa4b,pay_0ec592778c,42.07,7.57,gateway_fee
fee_ec02ded7e0,pay_09db3123ce,12.48,2.25,gateway_fee
fee_a154ca0677,pay_9c81cbfde8,122.27,22.01,gateway_fee
fee_c2b3521c41,pay_ccb8045242,9.98,1.8,gateway_fee
fee_10b431cc09,pay_2523a1fcc3,15.42,2.78,gateway_fee
fee_f4203b1663,pay_99065bfe1a,16.0,2.88,gateway_fee
fee_aa7e99a087,pay_51859ed9f7,69.24,12.46,gateway_fee
fee_c17e0f519f,pay_d1e3ae2a1f,200.09,36.02,gateway_fee
fee_0444668e6d,pay_91bf91b722,3.07,0.55,gateway_fee
fee_a97a90fd98,pay_4d50b4ef63,16.7,3.01,gateway_fee
fee_8d109818ad,pay_7931dd0deb,93.9,16.9,gateway_fee
fee_2652e9581c,pay_0e385ad64a,68.17,12.27,gateway_fee
fee_80a52c9cf4,pay_201b0015fa,18.98,3.42,gateway_fee
fee_80a8d41e62,pay_1a2e0a5e30,20.73,3.73,gateway_fee
fee_f7a9d96cb6,pay_7ff4999059,38.62,6.95,gateway_fee
fee_39769ea156,pay_5527c853aa,26.56,4.78,gateway_fee
fee_df25ac2940,pay_713d3521fe,16.67,3.0,gateway_fee
fee_736908e26e,pay_1b63fdd7fc,286.2,51.52,gateway_fee
fee_a1d6b1558b,pay_59ffb8fda7,16.26,2.93,gateway_fee
fee_e8ea0d2c38,pay_287795b09d,8.1,1.46,gateway_fee
fee_cae00fcdd1,pay_c7d4c6c54a,9.52,1.71,gateway_fee
fee_a4a805fcdb,pay_34552e7828,227.83,41.01,gateway_fee
fee_05b8adddb1,pay_c99009f7d0,20.16,3.63,gateway_fee
fee_a1a3d8acef,pay_b4e8be9542,19.12,3.44,gateway_fee
fee_6d468456e2,pay_96fda91928,374.32,67.38,gateway_fee
fee_5a06ffb4b0,pay_7a2bf10f0f,73.29,13.19,gateway_fee
fee_d65e76dfec,pay_ecbb8ba043,24.84,4.47,gateway_fee
fee_c4ad633136,pay_2146301e4a,977.49,175.95,gateway_fee
fee_b46619b28e,pay_44d4a72ee6,695.72,125.23,gateway_fee
fee_8661fb094d,pay_bcd4bc97f6,17.76,3.2,gateway_fee
fee_a5089250c3,pay_db6df4cba1,11.89,2.14,gateway_fee
fee_1bc7eda394,pay_56977066cd,156.95,28.25,gateway_fee
fee_6d63126ce5,pay_b6aac18c4c,20.68,3.72,gateway_fee
fee_30b4bb03c2,pay_96a309552f,9.43,1.7,gateway_fee
fee_645e079259,pay_eba3b4fcc7,11.05,1.99,gateway_fee
fee_215503f686,pay_cc82eea18b,15.92,2.87,gateway_fee
fee_481421c14f,pay_0215879d2b,140.66,25.32,gateway_fee
