settlement_id,merchant_id,settlement_date,gross_amount,fee_amount,tax_amount,net_amount
sett_a8853fdde1,merch_001,2026-08-20T00:00:00,979.64,19.59,3.52,956.53
sett_7ae5156e20,merch_019,2026-07-08T00:00:00,1486.51,29.73,5.35,1451.43
sett_5e34408bf7,merch_019,2026-08-10T00:00:00,8421.13,168.42,30.32,8222.39
sett_da7cebdf38,merch_017,2026-07-13T00:00:00,5099.9,102.0,18.36,4979.54
sett_0b02fd8b0b,merch_014,2026-08-17T00:00:00,3998.45,79.97,14.39,3904.09
sett_2007a07470,merch_009,2026-07-21T00:00:00,27935.73,558.72,100.56,27276.45
sett_248e20516d,merch_014,2026-07-31T00:00:00,13041.73,260.83,46.95,11603.52
sett_e54dbf9738,merch_022,2026-09-01T00:00:00,3776.66,75.53,13.6,3687.53
sett_f1112512a5,merch_015,2026-08-18T00:00:00,2295.0,45.9,8.26,2240.84
sett_701ca14173,merch_025,2026-08-11T00:00:00,1187.95,23.76,4.28,1159.91
sett_22d1e9e258,merch_018,2026-07-15T00:00:00,3793.06,75.86,13.65,3703.55
sett_6605a833ce,merch_003,2026-08-17T00:00:00,4131.26,82.63,14.87,4033.76
sett_94fe6ca86b,merch_022,2026-08-06T00:00:00,312.25,6.25,1.12,304.88
sett_6e1a33e6eb,merch_016,2026-08-09T00:00:00,849.43,16.99,3.06,829.38
sett_ab004b9e97,merch_018,2026-07-24T00:00:00,637.83,12.76,2.3,622.77
sett_71b2092ba8,merch_008,2026-08-26T00:00:00,188.19,3.76,0.68,183.75
sett_ef41d7fe72,merch_017,2026-08-26T00:00:00,7486.03,149.72,26.95,7309.36
sett_a3dbe0af0d,merch_024,2026-08-20T00:00:00,1015.36,20.31,3.66,991.39
sett_3d336a7dbd,merch_021,2026-07-14T00:00:00,4431.7,88.64,15.96,3796.83
sett_a8df34f353,merch_004,2026-07-26T00:00:00,1218.85,24.38,4.39,1190.08
sett_522d0ded66,merch_015,2026-07-18T00:00:00,25396.16,507.93,91.42,24796.81
sett_6abc788a09,merch_006,2026-07-06T00:00:00,2352.37,47.04,8.46,2296.87
sett_5676ecc3fd,merch_014,2026-07-09T00:00:00,344.37,6.89,1.24,336.24
sett_d0ed92001a,merch_020,2026-08-26T00:00:00,1165.58,23.31,4.2,1138.07
sett_878a688841,merch_007,2026-08-20T00:00:00,308.9,6.18,1.11,301.61
sett_6c9cb1772e,merch_019,2026-08-06T00:00:00,5900.2,118.0,21.24,5760.96
sett_efa0ad918f,merch_014,2026-08-18T00:00:00,1938.06,38.76,6.98,1892.32
sett_25b16fca93,merch_009,2026-08-19T00:00:00,1292.31,25.85,4.65,-30.5
sett_158042f72f,merch_020,2026-09-02T00:00:00,1212.39,24.25,4.37,1183.77
sett_f147ff6d2e,merch_014,2026-07-26T00:00:00,6636.74,132.73,23.89,4259.01
sett_3b81e3661e,merch_014,2026-08-06T00:00:00,4089.87,81.8,14.72,3993.35
sett_b8857a1cb5,merch_012,2026-07-14T00:00:00,1006.7,20.13,3.62,982.95
sett_447d357ea4,merch_015,2026-07-07T00:00:00,9346.51,186.93,33.65,9125.93
sett_dcc4ac35e7,merch_012,2026-07-05T00:00:00,8890.97,177.82,32.01,8681.14
sett_14a3a38ead,merch_010,2026-09-02T00:00:00,477.71,9.55,1.72,466.44
sett_4041f46f75,merch_002,2026-08-28T00:00:00,1829.72,36.6,6.58,1786.54
sett_c52c984727,merch_008,2026-08-30T00:00:00,2499.93,50.0,9.0,2440.93
sett_93f43c088a,merch_009,2026-07-10T00:00:00,692.1,13.84,2.49,675.77
sett_5997c2a1e1,merch_015,2026-07-22T00:00:00,646.96,12.94,2.33,631.69
sett_ee39e0ab45,merch_009,2026-07-20T00:00:00,307.14,6.14,1.11,299.89
sett_b4a000ce25,merch_022,2026-08-08T00:00:00,284.84,5.7,1.03,278.11
sett_300eba7177,merch_019,2026-08-27T00:00:00,7066.75,141.34,25.44,6899.97
sett_866b8f0b1b,merch_006,2026-08-10T00:00:00,3881.21,77.62,13.97,3789.62
sett_ec4d1c40ab,merch_010,2026-07-21T00:00:00,332.91,6.66,1.2,325.05
sett_96fc471170,merch_010,2026-08-22T00:00:00,134.9,2.7,0.49,131.71
sett_02f6337a19,merch_024,2026-08-03T00:00:00,810.37,16.21,2.92,791.24
sett_0f21f1ff5b,merch_024,2026-07-16T00:00:00,29359.37,587.19,105.69,28666.49
sett_94c8a1323b,merch_010,2026-07-26T00:00:00,964.53,19.29,3.47,941.77
sett_f1b1db2601,merch_022,2026-08-24T00:00:00,2417.46,48.35,8.7,2360.41
sett_3a2d2a0bd1,merch_013,2026-08-08T00:00:00,498.51,9.97,1.79,486.75
sett_37b985285e,merch_024,2026-08-14T00:00:00,9286.04,185.72,33.43,9066.89
sett_bfaf41b8ad,merch_019,2026-08-03T00:00:00,3008.21,60.16,10.83,2937.22
sett_802d640930,merch_019,2026-08-14T00:00:00,2428.71,48.57,8.74,2371.4
sett_2395fe2459,merch_010,2026-08-20T00:00:00,43701.24,874.02,157.32,42669.9
sett_04de4feaa5,merch_016,2026-07-08T00:00:00,47319.22,946.39,170.35,46202.48
sett_f9efa30311,merch_017,2026-07-30T00:00:00,1684.22,33.68,6.06,1644.48
sett_628585f8d7,merch_023,2026-07-31T00:00:00,10359.73,207.19,37.29,9897.43
sett_1198ccc954,merch_010,2026-08-24T00:00:00,1410.84,28.22,5.08,1377.54
sett_f9fbdd704c,merch_006,2026-07-26T00:00:00,316.38,6.33,1.14,308.91
sett_ee1e5ec446,merch_017,2026-07-16T00:00:00,8981.74,179.63,32.33,6791.52
sett_53d424b61c,merch_001,2026-08-09T00:00:00,536.2,10.72,1.93,523.55
sett_5c1509ac3d,merch_008,2026-07-13T00:00:00,393.78,7.88,1.42,384.48
sett_99fedcce76,merch_025,2026-07-24T00:00:00,403.8,8.08,1.45,394.27
sett_05c37db1f7,merch_004,2026-08-20T00:00:00,46978.13,939.56,169.12,45869.45
sett_df08c7cd02,merch_025,2026-07-16T00:00:00,16697.39,333.95,60.11,16303.33
sett_ebbf6c662d,merch_001,2026-07-15T00:00:00,31149.14,622.98,112.14,30414.02
sett_f752195691,merch_007,2026-07-17T00:00:00,11901.94,238.04,42.85,11621.05
sett_b36cb7d3a8,merch_023,2026-08-13T00:00:00,7733.32,154.67,27.84,7550.81
sett_00d21a89c0,merch_017,2026-07-15T00:00:00,1175.2,23.5,4.23,1147.47
sett_a079991bca,merch_007,2026-08-23T00:00:00,797.06,15.94,2.87,-18.81
sett_5fecd7201d,merch_025,2026-07-17T00:00:00,702.57,14.05,2.53,685.99
sett_dccf7e37fb,merch_002,2026-08-03T00:00:00,1285.32,25.71,4.63,987.05
sett_e104176f1b,merch_013,2026-08-22T00:00:00,253.13,5.06,0.91,247.16
sett_6f57ef5714,merch_011,2026-08-15T00:00:00,1020.87,20.42,3.68,996.77
sett_48753c0f66,merch_011,2026-08-30T00:00:00,646.42,12.93,2.33,631.16
sett_679320194d,merch_016,2026-08-07T00:00:00,1170.87,23.42,4.22,1143.23
sett_97e8a8bc68,merch_013,2026-07-14T00:00:00,8058.01,161.16,29.01,7867.84
sett_ba5b08b88a,merch_017,2026-07-12T00:00:00,1053.92,21.08,3.8,1029.04
sett_3c044a8eaf,merch_018,2026-07-29T00:00:00,680.04,13.6,2.45,663.99
sett_385b3bce8c,merch_021,2026-08-30T00:00:00,10558.45,211.17,38.01,-249.18
sett_d145454919,merch_008,2026-08-03T00:00:00,1059.43,21.19,3.81,1034.43
sett_c06d452af5,merch_002,2026-07-08T00:00:00,481.8,9.64,1.74,470.42
sett_daed30c80c,merch_020,2026-08-14T00:00:00,189.01,3.78,0.68,184.55
sett_247194b787,merch_005,2026-08-23T00:00:00,899.36,17.99,3.24,878.13
sett_c7b053c74a,merch_016,2026-07-17T00:00:00,3999.81,80.0,14.4,1837.04
sett_84c84710c0,merch_024,2026-07-19T00:00:00,692.02,13.84,2.49,675.69
sett_2846ccd33c,merch_009,2026-08-26T00:00:00,2087.22,41.74,7.51,793.48
sett_6945aca125,merch_014,2026-08-01T00:00:00,444.89,8.9,1.6,-10.5
sett_cc7419bb08,merch_021,2026-07-10T00:00:00,35020.96,700.42,126.08,34194.46
sett_0648490d86,merch_023,2026-07-17T00:00:00,1237.15,24.74,4.45,1207.96
sett_92e3744488,merch_009,2026-07-28T00:00:00,1410.85,28.22,5.08,1377.55
sett_841d995ff3,merch_011,2026-08-13T00:00:00,9550.78,191.02,34.38,9325.38
sett_ed2176e4ce,merch_024,2026-08-15T00:00:00,1277.63,25.55,4.6,1247.48
sett_61a8147e30,merch_012,2026-08-27T00:00:00,1120.92,22.42,4.04,1094.46
sett_907db64e9a,merch_021,2026-07-18T00:00:00,720.77,14.42,2.6,703.75
sett_c659ea71d0,merch_003,2026-07-18T00:00:00,449.44,8.99,1.62,438.83
sett_729a96ab81,merch_020,2026-07-14T00:00:00,464.22,9.28,1.67,156.02
sett_f74dc9b7f1,merch_009,2026-07-18T00:00:00,791.84,15.84,2.85,773.15
sett_22d2e5a692,merch_018,2026-07-28T00:00:00,566.01,11.32,2.04,552.65
sett_c01038591e,merch_024,2026-08-23T00:00:00,1556.29,31.13,5.6,1519.56
sett_9ed2642268,merch_018,2026-07-21T00:00:00,985.62,19.71,3.54,962.37
sett_73e6a937a3,merch_012,2026-07-23T00:00:00,1315.44,26.31,4.74,1284.39
sett_d16f715617,merch_019,2026-07-05T00:00:00,1497.21,29.94,5.39,578.61
sett_3d7f7e50cd,merch_025,2026-07-25T00:00:00,2436.48,48.73,8.77,2378.98
sett_7c6a58b141,merch_025,2026-08-03T00:00:00,17857.12,357.14,64.29,17435.69
sett_db55c64bca,merch_012,2026-08-24T00:00:00,10236.56,204.73,36.85,-241.58
sett_0e050f38d2,merch_008,2026-07-10T00:00:00,513.67,10.27,1.85,501.55
sett_456e8fe58d,merch_014,2026-08-29T00:00:00,750.52,15.01,2.7,732.81
sett_61bd0c158b,merch_014,2026-08-31T00:00:00,4625.3,92.51,16.65,4516.14
sett_8d2b07a267,merch_011,2026-07-23T00:00:00,45111.1,902.22,162.4,18626.15
sett_506b5fc106,merch_023,2026-09-01T00:00:00,1020.8,20.42,3.68,996.7
sett_ccacae83ed,merch_001,2026-07-08T00:00:00,3476.32,69.53,12.52,2140.98
sett_ac0062062a,merch_021,2026-07-13T00:00:00,7155.12,143.1,25.76,6986.26
sett_51572ccad6,merch_001,2026-08-17T00:00:00,1363.38,27.27,4.91,1331.2
sett_d461d3647f,merch_007,2026-08-12T00:00:00,1261.23,25.22,4.54,1231.47
sett_7cac7c3b46,merch_019,2026-08-21T00:00:00,11320.45,226.41,40.75,11053.29
sett_36826719a2,merch_004,2026-08-22T00:00:00,11402.07,228.04,41.05,11132.98
sett_71ecb5b3a9,merch_012,2026-07-20T00:00:00,5248.96,104.98,18.9,5125.08
sett_f75d79a392,merch_011,2026-07-17T00:00:00,3489.23,69.78,12.55,3406.9
sett_3602256ad4,merch_002,2026-07-20T00:00:00,7348.73,146.97,26.45,7175.31
sett_d7174419b6,merch_024,2026-08-09T00:00:00,3120.11,62.4,11.23,3046.48
sett_65ff3d223a,merch_012,2026-07-29T00:00:00,6193.05,123.86,22.3,5711.43
sett_89b3921ace,merch_006,2026-07-09T00:00:00,650.57,13.01,2.34,635.22
sett_c53fe456f1,merch_014,2026-08-28T00:00:00,1053.22,21.06,3.79,1028.37
sett_2ebb516fe0,merch_009,2026-07-19T00:00:00,35195.24,703.9,126.7,34364.64
sett_9d720b3bb2,merch_020,2026-08-13T00:00:00,8823.45,176.47,31.76,8615.22
sett_2cbaff1d14,merch_017,2026-07-07T00:00:00,989.96,19.8,3.56,966.6
sett_9ec0257f9e,merch_017,2026-07-17T00:00:00,166.83,3.34,0.6,162.89
sett_223e54398b,merch_008,2026-08-29T00:00:00,11884.5,237.69,42.78,11604.03
sett_f864f8dc45,merch_019,2026-08-17T00:00:00,692.79,13.86,2.49,676.44
sett_94b1b80216,merch_017,2026-07-18T00:00:00,1095.61,21.91,3.94,1069.76
sett_8bcd7e6844,merch_002,2026-08-04T00:00:00,264.84,5.3,0.95,258.59
sett_b133cb9b45,merch_005,2026-08-04T00:00:00,5928.45,118.57,21.34,5788.54
sett_c06ee861c1,merch_018,2026-08-15T00:00:00,1318.6,26.37,4.75,1287.48
sett_4ffe6ac950,merch_013,2026-09-02T00:00:00,1108.05,22.16,3.99,1081.9
sett_7ad9b6bce4,merch_015,2026-08-06T00:00:00,3064.32,61.29,11.03,2992.0
sett_1eac3644bd,merch_008,2026-07-09T00:00:00,24881.92,497.64,89.58,24294.7
sett_19eaccf69b,merch_018,2026-08-29T00:00:00,2055.18,41.1,7.4,2006.68
sett_610bc52ec5,merch_022,2026-07-07T00:00:00,18830.25,376.61,67.79,18385.85
sett_9cbb3c14d4,merch_003,2026-08-13T00:00:00,7871.98,157.44,28.34,7686.2
sett_29901b904b,merch_006,2026-08-05T00:00:00,1536.15,30.72,5.53,1499.9
sett_71e9db6ea8,merch_006,2026-07-14T00:00:00,355.74,7.11,1.28,347.35
sett_15ef69bf97,merch_020,2026-07-11T00:00:00,18895.4,377.91,68.02,-445.93
sett_89cc21271d,merch_003,2026-07-28T00:00:00,670.49,13.41,2.41,654.67
sett_835595d3a3,merch_025,2026-08-04T00:00:00,9744.75,194.9,35.08,9514.77
sett_3ead66e090,merch_009,2026-08-11T00:00:00,10314.62,206.29,37.13,10071.2
sett_efb1d13df4,merch_010,2026-08-29T00:00:00,1134.86,22.7,4.09,1108.07
sett_70122f612a,merch_009,2026-08-01T00:00:00,38894.66,777.89,140.02,37976.75
sett_a32e20214b,merch_022,2026-08-11T00:00:00,272.78,5.46,0.98,266.34
sett_61318fd565,merch_012,2026-07-27T00:00:00,28893.95,577.88,104.02,28212.05
sett_64fd502e76,merch_020,2026-07-26T00:00:00,9988.35,199.77,35.96,9752.62
sett_798fb949d9,merch_016,2026-07-25T00:00:00,44449.21,888.99,160.01,43400.21
sett_308d9e9ffb,merch_005,2026-07-27T00:00:00,897.86,17.96,3.23,876.67
sett_5db5f5ca3c,merch_009,2026-07-05T00:00:00,10772.57,215.45,38.78,10518.34
sett_3c7b795532,merch_014,2026-08-19T00:00:00,1052.24,21.04,3.79,1027.41
sett_c6ad205524,merch_009,2026-08-05T00:00:00,32231.59,644.63,116.03,31470.93
sett_760ca21a56,merch_001,2026-08-15T00:00:00,20573.86,411.48,74.07,20088.31
sett_4ee436702d,merch_010,2026-07-08T00:00:00,975.41,19.51,3.51,952.39
sett_f65950be7a,merch_011,2026-08-20T00:00:00,4095.11,81.9,14.74,3998.47
sett_8bc5a9e411,merch_008,2026-08-17T00:00:00,41478.48,829.57,149.32,40499.59
sett_2ed949ee35,merch_010,2026-07-15T00:00:00,6034.31,120.69,21.72,2420.47
sett_82e1ac0dba,merch_004,2026-09-01T00:00:00,7699.33,153.98,27.71,7517.64
sett_787e7eb9c6,merch_020,2026-07-08T00:00:00,1011.29,20.23,3.64,987.42
sett_80ac0a6d92,merch_012,2026-08-17T00:00:00,1114.47,22.29,4.01,1088.17
sett_111a177a57,merch_010,2026-08-09T00:00:00,7871.69,157.44,28.34,7685.91
sett_22f0c268a5,merch_016,2026-08-10T00:00:00,580.06,11.6,2.09,566.37
sett_d1927ee4e0,merch_017,2026-07-10T00:00:00,7374.22,147.48,26.55,7200.19
sett_9514f7af8d,merch_011,2026-08-19T00:00:00,766.02,15.32,2.76,747.94
sett_26a9e97c89,merch_010,2026-08-18T00:00:00,327.19,6.54,1.18,319.47
sett_cf24209c02,merch_008,2026-08-21T00:00:00,398.39,7.97,1.43,-9.4
sett_2e82841ece,merch_004,2026-08-18T00:00:00,394.33,7.89,1.42,385.02
sett_f29cf16b41,merch_007,2026-08-05T00:00:00,1072.1,21.44,3.86,1046.8
sett_ce2d560f16,merch_017,2026-08-23T00:00:00,1335.39,26.71,4.81,1303.87
sett_19bcc396d5,merch_023,2026-08-22T00:00:00,5662.68,113.26,20.39,4791.22
sett_2c8e9f601b,merch_002,2026-08-18T00:00:00,11378.55,227.57,40.96,1084.31
sett_d2302919c1,merch_012,2026-08-11T00:00:00,32892.16,657.84,118.41,32115.91
sett_e2f81d4ead,merch_003,2026-08-23T00:00:00,1048.66,20.98,3.78,1023.9
sett_5e17a4cc1d,merch_025,2026-09-02T00:00:00,4381.88,87.64,15.78,4278.46
sett_f6eeca807f,merch_017,2026-08-13T00:00:00,48156.58,963.13,173.36,47020.09
sett_465746d933,merch_017,2026-08-20T00:00:00,7302.46,146.05,26.29,3622.02
sett_421ccc94b1,merch_014,2026-07-25T00:00:00,8828.38,176.57,31.78,8620.03
sett_d0634511eb,merch_005,2026-07-06T00:00:00,37633.84,752.67,135.48,36745.69
sett_3f529ea88f,merch_014,2026-08-26T00:00:00,1153.68,23.07,4.15,1126.46
sett_af3315086a,merch_005,2026-08-06T00:00:00,2389.76,47.79,8.6,1373.58
sett_38ba2d7c56,merch_010,2026-08-25T00:00:00,507.55,10.15,1.83,495.57
sett_b33f87a1ed,merch_006,2026-08-12T00:00:00,1373.74,27.47,4.94,1341.33
sett_9453693644,merch_022,2026-08-04T00:00:00,945.19,18.9,3.4,922.89
sett_9c48812a46,merch_001,2026-08-13T00:00:00,69501.62,1390.04,250.21,57136.24
sett_60d8f58c9d,merch_002,2026-08-19T00:00:00,202.47,4.05,0.73,67.55
sett_55ac197445,merch_002,2026-07-18T00:00:00,260.56,5.21,0.94,254.41
sett_515c504f49,merch_001,2026-07-17T00:00:00,3360.98,67.22,12.1,3281.66
sett_ebaaadb5f4,merch_015,2026-07-08T00:00:00,403.34,8.07,1.45,393.82
sett_c6ae0b5b43,merch_022,2026-08-12T00:00:00,10918.6,218.37,39.31,10660.92
sett_2aa482e7a2,merch_025,2026-07-29T00:00:00,382.43,7.65,1.38,373.4
sett_05fd2117cd,merch_014,2026-07-24T00:00:00,120.38,2.41,0.43,117.54
sett_0eee97d8ae,merch_006,2026-08-06T00:00:00,817.5,16.35,2.94,798.21
sett_cdc737caa5,merch_013,2026-07-26T00:00:00,1625.8,32.52,5.85,1587.43
sett_e5659ce0c6,merch_021,2026-08-21T00:00:00,8720.06,174.4,31.39,-205.79
sett_3fdb9915bd,merch_013,2026-08-23T00:00:00,1138.54,22.77,4.1,1111.67
sett_29026c678e,merch_005,2026-07-28T00:00:00,1798.85,35.98,6.48,1756.39
sett_88322936dc,merch_011,2026-08-25T00:00:00,10411.92,208.23,37.49,10166.2
sett_e95b27b5c9,merch_024,2026-08-26T00:00:00,439.15,8.78,1.58,428.79
sett_7156f0876c,merch_013,2026-07-06T00:00:00,356.96,7.14,1.29,348.53
sett_30c40c1680,merch_017,2026-08-04T00:00:00,1114.98,22.3,4.01,1088.67
sett_1b582e4d08,merch_020,2026-08-18T00:00:00,499.49,9.99,1.8,487.7
sett_cf4635ea8d,merch_013,2026-08-15T00:00:00,759.0,15.18,2.73,741.09
sett_142e7c71b9,merch_013,2026-08-03T00:00:00,216.53,4.33,0.78,113.54
sett_45a001da22,merch_007,2026-07-06T00:00:00,34285.26,685.71,123.43,33476.12
sett_4a378fcc21,merch_012,2026-08-31T00:00:00,530.94,10.62,1.91,518.41
sett_e6af05ce9b,merch_002,2026-07-29T00:00:00,11228.45,224.57,40.42,10963.46
sett_2064d20bdb,merch_014,2026-08-03T00:00:00,1731.8,34.63,6.23,1690.94
sett_77bd46c1b4,merch_021,2026-07-19T00:00:00,9874.11,197.48,35.55,-233.03
sett_61362a9de2,merch_007,2026-07-23T00:00:00,182.57,3.65,0.66,178.26
sett_6efb316231,merch_017,2026-08-21T00:00:00,40931.83,818.64,147.36,39965.83
sett_8f9b895964,merch_002,2026-07-15T00:00:00,45176.94,903.54,162.64,44110.76
sett_24e2b6fbcd,merch_022,2026-08-05T00:00:00,1480.65,29.61,5.33,1445.71
sett_d3fe93b4cf,merch_015,2026-09-02T00:00:00,778.35,15.57,2.8,759.98
sett_63794779b6,merch_022,2026-08-19T00:00:00,49514.35,990.29,178.25,48345.81
sett_e1da41a2bb,merch_018,2026-07-14T00:00:00,396.3,7.93,1.43,386.94
sett_5be1a8862b,merch_013,2026-07-30T00:00:00,3813.95,76.28,13.73,1912.28
sett_d98a0227af,merch_021,2026-08-06T00:00:00,2449.64,48.99,8.82,2391.83
sett_a0baedf3c2,merch_011,2026-08-11T00:00:00,1104.42,22.09,3.98,1078.35
sett_77e882e8d4,merch_005,2026-08-30T00:00:00,11517.72,230.35,41.46,-271.81
sett_e336807fd3,merch_016,2026-08-02T00:00:00,3047.97,60.96,10.97,2976.04
sett_febc6f4a63,merch_010,2026-08-01T00:00:00,1064.04,21.28,3.83,1038.93
sett_d4253563a0,merch_023,2026-08-06T00:00:00,14234.88,284.7,51.25,13898.93
sett_65d4106af5,merch_018,2026-08-20T00:00:00,691.41,13.83,2.49,675.09
sett_89046fd3ef,merch_005,2026-07-24T00:00:00,1226.1,24.52,4.41,1197.17
sett_b72b0a368e,merch_002,2026-08-07T00:00:00,821.61,16.43,2.96,802.22
sett_4c71ba2182,merch_015,2026-08-01T00:00:00,8328.26,166.57,29.98,8131.71
sett_9e62e6db75,merch_016,2026-09-01T00:00:00,1143.5,22.87,4.12,1116.51
sett_e57488ed65,merch_005,2026-08-26T00:00:00,1009.92,20.2,3.64,702.96
sett_adad52359b,merch_018,2026-07-05T00:00:00,1467.94,29.36,5.28,1433.3
sett_4354259847,merch_018,2026-08-04T00:00:00,907.9,18.16,3.27,340.65
sett_ce126d98f2,merch_005,2026-07-31T00:00:00,198.78,3.98,0.72,194.08
sett_66974496c8,merch_013,2026-07-17T00:00:00,41743.88,834.88,150.28,40758.72
sett_5f53f9cce4,merch_004,2026-08-01T00:00:00,1080.64,21.61,3.89,1055.14
sett_ffb760b7cf,merch_025,2026-08-26T00:00:00,583.24,11.66,2.1,569.48
sett_6658ced840,merch_022,2026-07-17T00:00:00,317.69,6.35,1.14,310.2
sett_aca895c3ea,merch_025,2026-07-13T00:00:00,226.2,4.52,0.81,220.87
sett_26b2a4a639,merch_002,2026-08-22T00:00:00,500.19,10.0,1.8,488.39
sett_ec2b7707a2,merch_001,2026-08-08T00:00:00,8877.21,177.54,31.96,8667.71
sett_5c4689d0b9,merch_020,2026-08-25T00:00:00,335.95,6.72,1.21,328.02
sett_5a080c9b34,merch_008,2026-07-16T00:00:00,10433.16,208.66,37.56,10186.94
sett_1f4b95cc2b,merch_020,2026-07-06T00:00:00,2103.72,42.07,7.57,2054.08
sett_72c9105c0f,merch_015,2026-07-19T00:00:00,6113.25,122.27,22.01,5968.97
sett_6463dba0c3,merch_005,2026-08-01T00:00:00,3462.03,69.24,12.46,3380.33
sett_7135624013,merch_004,2026-07-24T00:00:00,153.71,3.07,0.55,150.09
sett_eda9eda7d8,merch_011,2026-07-05T00:00:00,3408.39,68.17,12.27,3327.95
sett_e940f5327e,merch_016,2026-08-16T00:00:00,949.13,18.98,3.42,493.83
sett_f346ae655d,merch_023,2026-08-28T00:00:00,1327.91,26.56,4.78,1296.57
sett_74665f74e8,merch_002,2026-07-23T00:00:00,14310.15,286.2,51.52,13972.43
sett_6379cbf907,merch_006,2026-08-29T00:00:00,812.99,16.26,2.93,793.8
sett_c174d116d2,merch_008,2026-07-17T00:00:00,1544.16,30.88,5.55,1507.73
sett_e255db0a40,merch_002,2026-08-01T00:00:00,11391.48,227.83,41.01,11122.64
sett_6b3d101d63,merch_024,2026-07-07T00:00:00,18715.94,374.32,67.38,18274.24
sett_79f4962c1c,merch_021,2026-08-17T00:00:00,3664.67,73.29,13.19,3578.19
sett_703b040745,merch_015,2026-07-15T00:00:00,48874.65,977.49,175.95,47721.21
sett_ef1b8a7adf,merch_005,2026-08-17T00:00:00,887.99,17.76,3.2,867.03
sett_6136e53c89,merch_003,2026-07-22T00:00:00,7847.32,156.95,28.25,7662.12
sett_9589a386ad,merch_022,2026-07-12T00:00:00,471.56,9.43,1.7,-11.13
sett_1b0621cf95,merch_009,2026-07-17T00:00:00,552.27,11.05,1.99,310.65
sett_e221ca523a,merch_012,2026-07-16T00:00:00,11554.97,231.1,41.6,11282.27
sett_ffed89487b,merch_015,2026-08-15T00:00:00,1294.64,25.89,4.66,1264.09
sett_f49d5b927e,merch_005,2026-07-19T00:00:00,1074.09,21.48,3.87,1048.74
sett_11209583b7,merch_008,2026-08-14T00:00:00,896.86,17.94,3.23,875.69
sett_6c8e1034a8,merch_017,2026-08-14T00:00:00,4644.83,92.9,16.72,4535.21
sett_70b27f06da,merch_005,2026-09-02T00:00:00,999.44,19.99,3.6,975.85
sett_56894cf309,merch_022,2026-07-30T00:00:00,29263.27,585.27,105.35,28572.65
sett_a73682419e,merch_003,2026-07-17T00:00:00,1469.1,29.38,5.29,1434.43
sett_308eaaf476,merch_006,2026-09-02T00:00:00,11747.87,234.96,42.29,11470.62
sett_51410a44c2,merch_004,2026-08-07T00:00:00,607.78,12.16,2.19,593.43
sett_1547904b97,merch_013,2026-07-09T00:00:00,1316.34,26.33,4.74,1285.27
sett_212d168536,merch_020,2026-08-12T00:00:00,11772.34,235.45,42.38,11494.51
sett_30e70829b3,merch_003,2026-07-21T00:00:00,736.73,14.73,2.65,719.35
sett_fe02c6a6f6,merch_012,2026-08-19T00:00:00,350.86,7.02,1.26,342.58
sett_c604725dc8,merch_005,2026-08-21T00:00:00,48923.86,978.48,176.13,35982.22
sett_00a6b9c8d8,merch_020,2026-08-10T00:00:00,16901.4,338.03,60.85,16502.52
sett_c529a59b69,merch_009,2026-07-09T00:00:00,11908.11,238.16,42.87,11627.08
sett_f852510db2,merch_005,2026-07-20T00:00:00,4551.94,91.04,16.39,4444.51
sett_2e3ce0cad6,merch_013,2026-08-06T00:00:00,3594.45,71.89,12.94,3509.62
sett_b5f9f59967,merch_016,2026-07-07T00:00:00,396.09,7.92,1.43,386.74
sett_90e83e3bdd,merch_003,2026-08-18T00:00:00,214.39,4.29,0.77,209.33
sett_22b173ab79,merch_003,2026-08-03T00:00:00,5999.61,119.99,21.6,5858.02
sett_90d78a5d63,merch_018,2026-07-13T00:00:00,7769.85,155.4,27.97,7586.48
sett_0e5f864298,merch_024,2026-07-17T00:00:00,730.78,14.62,2.63,713.53
sett_bdd3888458,merch_007,2026-08-27T00:00:00,3470.4,69.41,12.49,3388.5
sett_b88a464871,merch_014,2026-07-16T00:00:00,1171.11,23.42,4.22,1143.47
sett_34000d31f1,merch_020,2026-08-02T00:00:00,710.23,14.2,2.56,693.47
sett_1c1d6b181e,merch_004,2026-08-14T00:00:00,123.0,2.46,0.44,120.1
sett_f6b7322f8b,merch_015,2026-08-20T00:00:00,2702.26,54.05,9.73,2638.48
sett_f26e1d48bb,merch_023,2026-08-10T00:00:00,5655.99,113.12,20.36,5522.51
sett_cced92a694,merch_017,2026-08-07T00:00:00,7799.43,155.99,28.08,7615.36
sett_7074806b65,merch_021,2026-07-30T00:00:00,5616.13,112.32,20.22,5483.59
sett_f60e7da548,merch_013,2026-08-14T00:00:00,1213.62,24.27,4.37,1184.98
sett_d8f665fc99,merch_019,2026-07-16T00:00:00,10475.49,209.51,37.71,10228.27
sett_df9873fee5,merch_018,2026-07-30T00:00:00,830.45,16.61,2.99,810.85
sett_f50eaa4d4c,merch_009,2026-09-02T00:00:00,8040.57,160.81,28.95,7850.81
sett_50e81eac5b,merch_023,2026-08-05T00:00:00,751.53,15.03,2.71,733.79
sett_044cfafc91,merch_007,2026-08-01T00:00:00,244.09,4.88,0.88,238.33
sett_1d5a4a6d0f,merch_021,2026-07-05T00:00:00,7545.47,150.91,27.16,7367.4
sett_7a51791fcc,merch_010,2026-08-13T00:00:00,1155.17,23.1,4.16,1127.91
sett_1fbdbe5678,merch_024,2026-07-24T00:00:00,338.27,6.77,1.22,330.28
