settlement_id,payment_id
sett_798fb949d9,pay_dfdfcabc78
sett_798fb949d9,pay_699620d0b5
sett_308d9e9ffb,pay_ebd59aa9c3
sett_5db5f5ca3c,pay_91c24db425
sett_3c7b795532,pay_1c2d21e0c5
sett_c6ad205524,pay_74353bfa4d
sett_760ca21a56,pay_de053e6acc
sett_4ee436702d,pay_87fc692c15
sett_f65950be7a,pay_a368c00046
sett_8bc5a9e411,pay_9927b46ced
sett_2ed949ee35,pay_354be9fe31
sett_82e1ac0dba,pay_5f54a624ea
sett_82e1ac0dba,pay_e3f7d97dcf
sett_82e1ac0dba,pay_de94df9ec7
sett_787e7eb9c6,pay_fa3703f799
sett_80ac0a6d92,pay_ad8ce35642
sett_111a177a57,pay_cae80aff4e
sett_111a177a57,pay_d8833f475f
sett_22f0c268a5,pay_9495e0cc9c
sett_d1927ee4e0,pay_d9c43f4241
sett_9514f7af8d,pay_577933f351
sett_26a9e97c89,pay_a1d5d11065
sett_cf24209c02,pay_fbbba3b543
sett_2e82841ece,pay_000c314b54
sett_f29cf16b41,pay_02123a02cd
sett_ce2d560f16,pay_3c5e2fb48d
sett_19bcc396d5,pay_fd0e9d74eb
sett_19bcc396d5,pay_11801eb216
sett_2c8e9f601b,pay_92a4b09c5a
sett_2c8e9f601b,pay_cfa1951ad3
sett_2c8e9f601b,pay_dd37bd22e3
sett_d2302919c1,pay_4bb3eaef0b
sett_d2302919c1,pay_e1d449d13f
sett_e2f81d4ead,pay_11042c550f
sett_e2f81d4ead,pay_713d3521fe
sett_5e17a4cc1d,pay_3042a90ce3
sett_f6eeca807f,pay_064abc7ece
sett_465746d933,pay_886d88c280
sett_421ccc94b1,pay_e235b69cf1
sett_d0634511eb,pay_4cb1acb928
sett_d0634511eb,pay_44d4a72ee6
sett_3f529ea88f,pay_074b68c0ea
sett_af3315086a,pay_c1a5aeb594
sett_af3315086a,pay_b4e8be9542
sett_38ba2d7c56,pay_39b55c76b8
sett_b33f87a1ed,pay_85d557da70
sett_9453693644,pay_22acd24395
sett_9c48812a46,pay_d679747cb6
sett_9c48812a46,pay_7e6ed3d25c
sett_60d8f58c9d,pay_16f07e2d8e
sett_55ac197445,pay_b7e26ed86e
sett_515c504f49,pay_b0ead415c1
sett_ebaaadb5f4,pay_133f6ff205
sett_c6ae0b5b43,pay_bd6fd102ab
sett_2aa482e7a2,pay_cc9f190079
sett_05fd2117cd,pay_d182eab29e
sett_0eee97d8ae,pay_5dc9eabf05
sett_cdc737caa5,pay_d60e5f9cba
sett_e5659ce0c6,pay_85f560037b
sett_3fdb9915bd,pay_b8238d24f7
sett_29026c678e,pay_168e83ff63
sett_29026c678e,pay_99065bfe1a
sett_88322936dc,pay_744049d6dd
sett_88322936dc,pay_7081a0bcd4
sett_e95b27b5c9,pay_35fdfae047
sett_7156f0876c,pay_74ad80052b
sett_30c40c1680,pay_e62c0a17b7
sett_1b582e4d08,pay_17cbd8d051
sett_cf4635ea8d,pay_fc4267218e
sett_142e7c71b9,pay_4c0969a3d3
sett_45a001da22,pay_a3f622026d
sett_45a001da22,pay_9a24485fed
sett_4a378fcc21,pay_ee08d0fefa
sett_e6af05ce9b,pay_05b83f9b41
sett_2064d20bdb,pay_8bb491afe3
sett_2064d20bdb,pay_b6aac18c4c
sett_77bd46c1b4,pay_6d26d79a7a
sett_61362a9de2,pay_6252c789ee
sett_6efb316231,pay_57d9502749
sett_8f9b895964,pay_7a3cafe4a3
sett_24e2b6fbcd,pay_660d16d96a
sett_d3fe93b4cf,pay_22b519758c
sett_63794779b6,pay_0e90436440
sett_e1da41a2bb,pay_65c85e0116
sett_5be1a8862b,pay_d1df39eb10
sett_d98a0227af,pay_61a0590e7e
sett_a0baedf3c2,pay_1cee966e90
sett_77e882e8d4,pay_cb51c8bdd2
sett_e336807fd3,pay_c5e00fa9a1
sett_febc6f4a63,pay_ddec0d4921
sett_d4253563a0,pay_6fa47d89d7
sett_65d4106af5,pay_7d571e2f4a
sett_89046fd3ef,pay_bd15051406
sett_b72b0a368e,pay_8974b239be
sett_4c71ba2182,pay_faf5dcabe5
sett_9e62e6db75,pay_bd6acff4d9
sett_e57488ed65,pay_fe9c08fff9
sett_e57488ed65,pay_94a57d7d4e
sett_adad52359b,pay_57b915f3fe
sett_4354259847,pay_30c1d1175c
sett_ce126d98f2,pay_29b04083c0
sett_66974496c8,pay_2489f6760b
sett_5f53f9cce4,pay_2cc1cf909c
sett_ffb760b7cf,pay_69a526d1c3
sett_6658ced840,pay_ff6e219413
sett_aca895c3ea,pay_289979b51f
sett_26b2a4a639,pay_b044b286d9
sett_ec2b7707a2,pay_3b5777aa5a
sett_5c4689d0b9,pay_962461ccf4
sett_5a080c9b34,pay_d99f36546f
sett_1f4b95cc2b,pay_0ec592778c
sett_72c9105c0f,pay_9c81cbfde8
sett_6463dba0c3,pay_51859ed9f7
sett_7135624013,pay_91bf91b722
sett_eda9eda7d8,pay_0e385ad64a
sett_e940f5327e,pay_201b0015fa
sett_f346ae655d,pay_5527c853aa
sett_74665f74e8,pay_1b63fdd7fc
sett_6379cbf907,pay_59ffb8fda7
sett_c174d116d2,pay_c7d4c6c54a
sett_c174d116d2,pay_dbbf3fd5de
sett_e255db0a40,pay_34552e7828
sett_6b3d101d63,pay_96fda91928
sett_79f4962c1c,pay_7a2bf10f0f
sett_703b040745,pay_2146301e4a
sett_ef1b8a7adf,pay_bcd4bc97f6
sett_6136e53c89,pay_56977066cd
sett_9589a386ad,pay_96a309552f
sett_1b0621cf95,pay_eba3b4fcc7
sett_e221ca523a,pay_a7dc5c820a
sett_ffed89487b,pay_891c7dccfd
sett_f49d5b927e,pay_b9c326bff8
sett_11209583b7,pay_5d210de87c
sett_6c8e1034a8,pay_7d6499e56d
sett_70b27f06da,pay_434fc07a9e
sett_56894cf309,pay_a11bb0e700
sett_a73682419e,pay_7ea0192339
sett_308eaaf476,pay_99ec712013
sett_51410a44c2,pay_72117a70ee
sett_1547904b97,pay_ba5256f88b
sett_212d168536,pay_badb180ecc
sett_212d168536,pay_aeeeaf5419
sett_30e70829b3,pay_dbe62c91a8
sett_fe02c6a6f6,pay_b6c8e5742d
sett_c604725dc8,pay_07d95b0259
sett_00a6b9c8d8,pay_9fc6228429
sett_c529a59b69,pay_0d48f8e534
sett_f852510db2,pay_cfb9caea23
sett_2e3ce0cad6,pay_cf71f3e2b3
sett_b5f9f59967,pay_79770ce4cc
sett_90e83e3bdd,pay_6167612897
sett_22b173ab79,pay_51ccd3495d
sett_90d78a5d63,pay_c5ac622449
sett_0e5f864298,pay_259b091e42
sett_bdd3888458,pay_9ff418ab16
sett_b88a464871,pay_5f4e3f05e2
sett_34000d31f1,pay_b5a8d3e31c
sett_1c1d6b181e,pay_a7972f0755
sett_f6b7322f8b,pay_f678f5003b
sett_f26e1d48bb,pay_924c60a04b
sett_cced92a694,pay_5528130e83
sett_7074806b65,pay_a2d580556e
sett_f60e7da548,pay_bfb6cd353b
sett_d8f665fc99,pay_d021dd102a
sett_df9873fee5,pay_523742b462
sett_f50eaa4d4c,pay_7f6d061a9e
sett_50e81eac5b,pay_5ffab85f66
sett_044cfafc91,pay_25c331cd76
sett_1d5a4a6d0f,pay_f4c422193c
sett_7a51791fcc,pay_553e1a922c
sett_1fbdbe5678,pay_7aa5875a1b
sett_d7b13dd20a,pay_b2e53c0067
sett_c73faa3779,pay_98afa55e2b
sett_7d0b282b4d,pay_008f1a51fb
sett_2af6a3d4be,pay_b50437a066
sett_a22e5c9de9,pay_b58b595b9d
sett_f3ce41a8fb,pay_052d366888
sett_f3ce41a8fb,pay_052d366888
sett_d3b4a9006d,pay_b813509b47
