bank_txn_id,utr,amount,value_date,description
btx_6792fcba23,UTRF550DB916838,4008.02,2026-08-12T00:00:00,RAZORPAY f4c636f4 SETTLEMENT
btx_f97ae40a7f,UTRFCE390B73810,3334.67,2026-08-03T00:00:00,RAZORPAY 94b6b8b8 SETTLEMENT
btx_390195dffb,UTR77C1C402FE8D,268.56,2026-08-18T00:00:00,RAZORPAY 40af7f1a SETTLEMENT
btx_2921f9abd1,UTRAE978E6DEC58,34182.39,2026-08-13T00:00:00,RAZORPAY 5c416c98 SETTLEMENT
btx_56da0b1b48,UTR3EFBB1B4C585,2714.98,2026-07-30T00:00:00,RAZORPAY 6cde8e2c SETTLEMENT
btx_217c073bc4,UTR44AD9635AB34,1102.79,2026-07-15T00:00:00,RAZORPAY 4f13a63d SETTLEMENT
btx_ddc4618134,UTR72830B6B91DF,9099.67,2026-08-28T00:00:00,RAZORPAY 9717d967 SETTLEMENT
btx_b2fa765fd6,UTR3473F41A836F,4010.56,2026-07-17T00:00:00,RAZORPAY 205092ab SETTLEMENT
btx_d3bd00c33c,UTR7AF8024B5D45,-66.74,2026-07-30T00:00:00,RAZORPAY bcad43a7 SETTLEMENT PART1
btx_6eaff30f4d,UTR7767D994BF60,-66.74,2026-07-30T00:00:00,RAZORPAY bcad43a7 SETTLEMENT PART2
btx_8e3fbfe718,UTR94A833B6DD36,33142.36,2026-07-30T00:00:00,RAZORPAY 1ce954c9 SETTLEMENT
btx_3f51652362,UTR23165CB55F06,151.61,2026-08-17T00:00:00,RAZORPAY 215e5897 SETTLEMENT
btx_a2665651da,UTR0616617C15A7,539.15,2026-08-20T00:00:00,RAZORPAY e752797e SETTLEMENT
btx_3d4ca19f6d,UTRF5EE8DFA4F6E,-17.2,2026-08-01T00:00:00,RAZORPAY b968126b SETTLEMENT
btx_65e5837f8d,UTRAF8D83E6BC87,777.77,2026-08-29T00:00:00,RAZORPAY ec9f2751 SETTLEMENT
btx_7eff1511a2,UTR91E0192A152F,359.56,2026-07-09T00:00:00,RAZORPAY 25437ba6 SETTLEMENT
btx_ca7165e267,UTR1BA003C45EBB,42486.77,2026-08-20T00:00:00,RAZORPAY 5ee2ea6a SETTLEMENT
btx_812b20d836,UTR3C0747192410,7186.78,2026-07-16T00:00:00,RAZORPAY 39a488b0 SETTLEMENT
btx_09cc7ed816,UTRB9D9EA3D1E3A,21144.32,2026-08-19T00:00:00,RAZORPAY c6a97ec4 SETTLEMENT
btx_cf95c704e0,UTRAF3C1A2E81B8,2687.3,2026-07-30T00:00:00,RAZORPAY 92cad0d5 SETTLEMENT
btx_19733c5898,UTR0169BA93AAB9,3693.81,2026-07-13T00:00:00,RAZORPAY 0cc6c7ea SETTLEMENT
btx_bf2857042c,UTRF4CA762838EF,18212.74,2026-08-07T00:00:00,RAZORPAY fd5e15e0 SETTLEMENT
btx_ef0f55b554,UTRB4DF23C332ED,989.96,2026-09-02T00:00:00,RAZORPAY ba04fb08 SETTLEMENT
btx_b594934749,UTR5642CD082CFC,315.9,2026-07-21T00:00:00,RAZORPAY 149d5fcb SETTLEMENT
btx_a604e66d1d,UTR3A0EA14C9C2F,5492.51,2026-08-18T00:00:00,RAZORPAY a9b07568 SETTLEMENT
btx_246c7f49d3,UTR44BDBC56E581,5723.4,2026-08-22T00:00:00,RAZORPAY 2ce01898 SETTLEMENT
btx_574872edcd,UTRB11CC2783923,2365.01,2026-08-16T00:00:00,RAZORPAY 3d1af1c3 SETTLEMENT
btx_b0c5ac6da5,UTR7D387F9FAFF2,745.02,2026-08-11T00:00:00,RAZORPAY 9695a924 SETTLEMENT
btx_130d89268d,UTR2867E3E4F52D,3063.85,2026-07-14T00:00:00,RAZORPAY 514d3d1a SETTLEMENT
btx_0e556eb6f6,UTR36C94478B522,376.22,2026-08-26T00:00:00,RAZORPAY def8598e SETTLEMENT
btx_10329f8a3a,UTRB8054DA08558,2978.29,2026-08-26T00:00:00,RAZORPAY af6bd796 SETTLEMENT
btx_bc17aa9c18,UTR4673A9B2C6C2,782.41,2026-07-07T00:00:00,RAZORPAY 70ea3324 SETTLEMENT PART1
btx_5979019543,UTR2E8BE4D7840C,782.42,2026-07-07T00:00:00,RAZORPAY 70ea3324 SETTLEMENT PART2
btx_bb063875a0,UTR8E35E7A6AFEC,1305.21,2026-08-13T00:00:00,RAZORPAY 85990c64 SETTLEMENT
btx_78bf2f0b68,UTR3B9BDD0EAD42,6914.27,2026-07-24T00:00:00,RAZORPAY c441d7a3 SETTLEMENT
btx_bb93c65eb1,UTRE365D35EE5EB,10985.34,2026-08-05T00:00:00,RAZORPAY abe2e2ca SETTLEMENT
btx_164e2c48b9,UTR72EDF7997C2F,952.3,2026-07-29T00:00:00,RAZORPAY fb716770 SETTLEMENT
btx_ea8c7c5253,UTRABE185573B42,28040.66,2026-08-08T00:00:00,RZP ba1ed0 ADJ
btx_dd797c2367,UTR2FE7504C3DFF,7877.61,2026-07-28T00:00:00,RAZORPAY 49dec157 SETTLEMENT
btx_59b3ccdfdd,UTRB1A722408CAD,838.86,2026-07-26T00:00:00,RAZORPAY a14ede7d SETTLEMENT
btx_eaa2fb61c7,UTRB22ECDE136FA,6834.76,2026-07-19T00:00:00,RAZORPAY f1209c29 SETTLEMENT
btx_dd39a5de10,UTR305AB5700478,826.18,2026-07-17T00:00:00,RAZORPAY 26b338bd SETTLEMENT
btx_bb1399fd73,UTR4F117EF14E49,267.24,2026-09-03T00:00:00,RAZORPAY 9d750afe SETTLEMENT
btx_109e951244,UTR69BABE018CF9,-81.0,2026-08-13T00:00:00,RAZORPAY 346a01c1 SETTLEMENT
btx_986fd0fe58,UTRB70845347120,1421.97,2026-08-01T00:00:00,RAZORPAY c9a3694f SETTLEMENT
btx_653cc97681,UTR3F7F89DE3214,48629.85,2026-09-04T00:00:00,RAZORPAY 07be79f9 SETTLEMENT
btx_27015d6b09,UTR0757F3F2E45F,8683.31,2026-07-10T00:00:00,RAZORPAY 7a667915 SETTLEMENT
btx_cafb3c3830,UTR34033E053AB8,1102.6,2026-08-29T00:00:00,RAZORPAY eb482744 SETTLEMENT
btx_f7ed989d6d,UTR223C6053DB98,295.85,2026-08-03T00:00:00,RAZORPAY ad917566 SETTLEMENT
btx_8cdca0ffcd,UTRED4F470D03C9,19475.67,2026-07-19T00:00:00,RAZORPAY d5956f30 SETTLEMENT PART1
btx_15747d462e,UTR56E8D26D1822,19475.68,2026-07-19T00:00:00,RAZORPAY d5956f30 SETTLEMENT PART2
btx_3f38e1e3c6,UTRA6710E60F0FE,1816.6,2026-08-25T00:00:00,RAZORPAY f4ff583a SETTLEMENT
btx_63d7e8cfbc,UTR0B85A31F033C,1148.33,2026-08-18T00:00:00,RAZORPAY 9b5a0dd6 SETTLEMENT
btx_6de86886ea,UTRA2C786705906,5287.98,2026-08-20T00:00:00,RAZORPAY 92c8a285 SETTLEMENT
btx_144e90d6db,UTRBEF90F75C3A0,1264.79,2026-08-31T00:00:00,RAZORPAY 596e06b9 SETTLEMENT
btx_4546cea630,UTR26A2B2F4ACD0,18283.46,2026-08-03T00:00:00,RAZORPAY f9d2311b SETTLEMENT
btx_76d37163fc,UTR6DC119049124,4774.24,2026-08-12T00:00:00,RAZORPAY 2461762f SETTLEMENT
btx_3a87ee20d2,UTRA3AAF9A2A188,1047.16,2026-08-02T00:00:00,RAZORPAY 03466cf0 SETTLEMENT
btx_192667c018,UTR680CFA222436,2585.19,2026-08-26T00:00:00,RAZORPAY 3e67e8da SETTLEMENT
btx_e989841b0f,UTR298EC9C6D758,2369.6,2026-08-31T00:00:00,RAZORPAY eba03e9c SETTLEMENT
btx_fe4d798b65,UTR9EEDCD04C397,3353.05,2026-07-23T00:00:00,RAZORPAY d62caac7 SETTLEMENT PART1
btx_763cf1694f,UTR829057CDF742,3353.05,2026-07-23T00:00:00,RAZORPAY d62caac7 SETTLEMENT PART2
btx_85a44da1e4,UTR4F2022D73965,499.6,2026-07-26T00:00:00,RAZORPAY 2bcbaf05 SETTLEMENT
btx_ba57745ecc,UTR60250789753D,973.34,2026-08-02T00:00:00,RAZORPAY 69322624 SETTLEMENT
btx_8db381c439,UTR18161F7A230F,852.67,2026-08-07T00:00:00,RAZORPAY d811dcb6 SETTLEMENT
btx_01b81f9f83,UTR2D209F14185B,2558.89,2026-08-22T00:00:00,RAZORPAY 3b659872 SETTLEMENT
btx_81df3b1afb,UTR76F669A24979,2108.82,2026-08-08T00:00:00,RAZORPAY b57a68c7 SETTLEMENT
btx_9ab2c84297,UTR9B428E594490,9429.69,2026-08-29T00:00:00,RAZORPAY 3a37274d SETTLEMENT
btx_a70915b877,UTR0FB40A122E90,8850.51,2026-08-06T00:00:00,RZP 833c6d ADJ
btx_08ad138f7b,UTR2CE7DED71EBC,1397.25,2026-07-27T00:00:00,RAZORPAY ea2f2903 SETTLEMENT
btx_01ff36acc5,UTR8E473CD07EE1,28112.43,2026-07-08T00:00:00,RAZORPAY 1927bb0b SETTLEMENT
btx_21596abf6f,UTRF19C460B3EA1,6832.94,2026-08-07T00:00:00,RAZORPAY 42664ed5 SETTLEMENT
btx_6e69eb52be,UTR009EA0479895,1855.78,2026-08-06T00:00:00,RAZORPAY 4afeb28a SETTLEMENT
btx_f7107b08fa,UTRC582414360A9,9140.41,2026-08-16T00:00:00,RAZORPAY 87063b26 SETTLEMENT
btx_553bd33e18,UTR3AF3FAB24634,7783.18,2026-08-05T00:00:00,RAZORPAY 47feab43 SETTLEMENT
btx_b44f8db760,UTR170C3F4B0E27,1073.01,2026-07-31T00:00:00,RAZORPAY 1b8c96e7 SETTLEMENT
btx_823063e4be,UTR18621F7D988E,747.4,2026-08-09T00:00:00,RAZORPAY 3a1774aa SETTLEMENT
btx_81755bf88c,UTRD7FD08D12ECD,2763.4,2026-07-16T00:00:00,RAZORPAY 74c09f02 SETTLEMENT
btx_6e8b57725d,UTRFAABF135952D,408.51,2026-08-20T00:00:00,RZP c75e92 ADJ
btx_d4a811d7b2,UTR3B91EC26729C,3034.79,2026-07-12T00:00:00,RAZORPAY 3d6d4170 SETTLEMENT
btx_c4b7f4e061,UTREAA96B557DBA,8201.7,2026-07-29T00:00:00,RAZORPAY 89e8d8ea SETTLEMENT
btx_b9277cbb87,UTR452FCBFB5244,8492.57,2026-09-02T00:00:00,RAZORPAY 3d478e8f SETTLEMENT
btx_8d22a8d7f9,UTR44099F152827,10724.97,2026-07-06T00:00:00,RAZORPAY 941c898e SETTLEMENT
btx_e7b1c5edfe,UTR9501D5689076,6048.98,2026-07-26T00:00:00,RAZORPAY 48b65fed SETTLEMENT
btx_9ce0480ca1,UTRB0904A20EF17,33337.84,2026-09-03T00:00:00,RAZORPAY 373854f9 SETTLEMENT
btx_858649c4a0,UTRF412FBEEB755,904.38,2026-08-06T00:00:00,RAZORPAY aeb7a85f SETTLEMENT
btx_c7523f11b3,UTR0AC1B3D1D8A6,287.75,2026-08-29T00:00:00,RAZORPAY 6aac4192 SETTLEMENT
btx_936faa0e56,UTREB8B2ACDD179,4399.85,2026-07-23T00:00:00,RAZORPAY e52f5bb5 SETTLEMENT
btx_4d5c401612,UTRF9AC6A1B4C8A,-800.08,2026-07-09T00:00:00,RAZORPAY 9d7dbb2c SETTLEMENT
btx_40154778b8,UTR6DDCDD42E225,14891.76,2026-08-26T00:00:00,RAZORPAY bb98f270 SETTLEMENT
btx_f434849985,UTR15FD15D65C70,956.53,2026-08-21T00:00:00,RAZORPAY 853fdde1 SETTLEMENT
btx_592514eea0,UTR04581435E30D,1451.43,2026-07-09T00:00:00,RAZORPAY e5156e20 SETTLEMENT
btx_40f8125b1f,UTR432A3A08C06A,8222.39,2026-08-11T00:00:00,RAZORPAY 34408bf7 SETTLEMENT
btx_2d8d05678b,UTR126B076A62EF,4979.54,2026-07-14T00:00:00,RAZORPAY 7cebdf38 SETTLEMENT
btx_7baa84de0e,UTR56D11AEC2B1A,3904.09,2026-08-18T00:00:00,RAZORPAY 02fd8b0b SETTLEMENT
btx_f1e433decb,UTRF0F952BBFD14,27276.45,2026-07-22T00:00:00,RAZORPAY 07a07470 SETTLEMENT
btx_5d432a80fb,UTRAB4805074A57,11603.52,2026-08-01T00:00:00,RAZORPAY 8e20516d SETTLEMENT
btx_cd18e95eb2,UTR85E48B4307E9,3687.53,2026-09-02T00:00:00,RAZORPAY 4dbf9738 SETTLEMENT
btx_cd361d7045,UTR8C78AD22B2C8,2229.19,2026-08-19T00:00:00,RAZORPAY 112512a5 SETTLEMENT
btx_d7750b92ef,UTRA86399AFE65A,1155.26,2026-08-12T00:00:00,RAZORPAY 1ca14173 SETTLEMENT
btx_2b0dc137ff,UTR825BC3EB0CC0,3703.55,2026-07-18T00:00:00,RAZORPAY d1e9e258 SETTLEMENT
btx_d2b3e55349,UTR1FD6B4E8322B,2016.88,2026-08-18T00:00:00,RAZORPAY 05a833ce SETTLEMENT PART1
btx_aa2e3b73f8,UTRD12C9CAAB5E4,2016.88,2026-08-18T00:00:00,RAZORPAY 05a833ce SETTLEMENT PART2
btx_dbcfe4dbd9,UTRBE7A466CD554,304.88,2026-08-07T00:00:00,RAZORPAY fe6ca86b SETTLEMENT
btx_6fe4a09619,UTR2628D26E9580,829.38,2026-08-10T00:00:00,RAZORPAY 1a33e6eb SETTLEMENT
btx_c661450f64,UTR1DF70EBE60F0,622.77,2026-07-25T00:00:00,RAZORPAY 004b9e97 SETTLEMENT
btx_cb8a20b97f,UTRE5B49E0FE20D,183.75,2026-08-27T00:00:00,RAZORPAY b2092ba8 SETTLEMENT
btx_72731c7a14,UTR83AB991ABD8B,7309.36,2026-08-27T00:00:00,RAZORPAY 41d7fe72 SETTLEMENT
btx_0c0c1faba8,UTR5803D471C89C,991.39,2026-08-21T00:00:00,RAZORPAY dbe0af0d SETTLEMENT
btx_9da732fc4b,UTRB4BE74AD8A90,3796.83,2026-07-15T00:00:00,RAZORPAY 336a7dbd SETTLEMENT
btx_49f48e66f4,UTRF5C740E02D83,1190.08,2026-07-27T00:00:00,RAZORPAY df34f353 SETTLEMENT
btx_26991ccba5,UTR7ACDEAF84935,24719.45,2026-07-19T00:00:00,RZP 0ded66 ADJ
btx_b4c7f0995e,UTREAF41116C45D,2296.87,2026-07-07T00:00:00,RAZORPAY bc788a09 SETTLEMENT
btx_60b5160443,UTRBB465961AB15,282.23,2026-07-10T00:00:00,RAZORPAY 76ecc3fd SETTLEMENT
btx_688a1b021d,UTR32FB75A94B54,1138.07,2026-08-27T00:00:00,RAZORPAY ed92001a SETTLEMENT
btx_295fd8c26e,UTRF745E42DFD1F,301.61,2026-08-21T00:00:00,RAZORPAY 8a688841 SETTLEMENT
btx_383b3dfaff,UTRA65CF879FE2B,5760.96,2026-08-07T00:00:00,RAZORPAY 9cb1772e SETTLEMENT
btx_56541461c8,UTR1C72214A774B,1818.86,2026-08-19T00:00:00,RAZORPAY a0ad918f SETTLEMENT
btx_6b0db4cf8b,UTR2C307EE4ABDE,-30.5,2026-08-20T00:00:00,RAZORPAY b16fca93 SETTLEMENT
btx_153be2429c,UTRBFBA41057F2E,1183.77,2026-09-03T00:00:00,RAZORPAY 8042f72f SETTLEMENT
btx_ee99a34468,UTR8A038CFDCDB5,4245.7,2026-07-27T00:00:00,RAZORPAY 47ff6d2e SETTLEMENT
btx_9c5c662878,UTR2AC83A8FFC88,3993.35,2026-08-07T00:00:00,RAZORPAY 81e3661e SETTLEMENT
btx_026c1fd04f,UTRE39072E50D5A,491.48,2026-07-15T00:00:00,RAZORPAY 857a1cb5 SETTLEMENT PART1
btx_7bdaa18af4,UTR8212A4A91C0E,491.47,2026-07-15T00:00:00,RAZORPAY 857a1cb5 SETTLEMENT PART2
btx_974ca8dcf9,UTR3F6136F2E579,9125.93,2026-07-08T00:00:00,RAZORPAY 7d357ea4 SETTLEMENT
btx_d90a3e2a34,UTR73CB1FC3A6CC,8681.14,2026-07-06T00:00:00,RAZORPAY c4ac35e7 SETTLEMENT
btx_c725a17bb7,UTR3E80EF30AFAD,466.44,2026-09-03T00:00:00,RAZORPAY a3a38ead SETTLEMENT
btx_85cc8dfe54,UTR7C1D77422D11,1786.54,2026-08-29T00:00:00,RAZORPAY 41f46f75 SETTLEMENT
btx_4bd069f7ce,UTR8EE064700FA0,2440.93,2026-08-31T00:00:00,RAZORPAY 2c984727 SETTLEMENT
btx_47f86f5c96,UTR9C05CB17BA36,675.77,2026-07-11T00:00:00,RAZORPAY f43c088a SETTLEMENT
btx_15f361f9f9,UTR224E6FEFD41D,631.69,2026-07-25T00:00:00,RAZORPAY 97c2a1e1 SETTLEMENT
btx_c0f6141357,UTR368DB77B23C8,298.5,2026-07-21T00:00:00,RAZORPAY 39e0ab45 SETTLEMENT
btx_2ac4efc2c0,UTR96E8E0607523,278.11,2026-08-09T00:00:00,RAZORPAY a000ce25 SETTLEMENT
btx_32dcdfa761,UTRCD8BC0B3EAF6,6899.97,2026-08-28T00:00:00,RAZORPAY 0eba7177 SETTLEMENT
btx_6bde294d14,UTRA108A4E60AE0,3789.62,2026-08-11T00:00:00,RAZORPAY 6b8f0b1b SETTLEMENT
btx_39e1e4d00d,UTR6BA5333A8144,325.05,2026-07-22T00:00:00,RAZORPAY 4d1c40ab SETTLEMENT
btx_a66c5d8d85,UTRB80D2641F138,29.0,2026-08-23T00:00:00,RAZORPAY fc471170 SETTLEMENT
btx_8caf3bd90a,UTR774FA1750EE6,791.24,2026-08-04T00:00:00,RAZORPAY f6337a19 SETTLEMENT
btx_a67466cc78,UTR7EE13A6C005D,28666.49,2026-07-19T00:00:00,RAZORPAY 21f1ff5b SETTLEMENT
btx_3037ddd730,UTR49BC0D10313D,938.9,2026-07-27T00:00:00,RAZORPAY c8a1323b SETTLEMENT
btx_8027b61e5b,UTR70680DBF8690,2360.41,2026-08-25T00:00:00,RAZORPAY b1db2601 SETTLEMENT
btx_76229070ab,UTREAF2B9897F2E,486.75,2026-08-09T00:00:00,RAZORPAY 2d2a0bd1 SETTLEMENT
btx_2a2585019e,UTRD207D2DBB75B,-219.15,2026-08-15T00:00:00,RAZORPAY b985285e SETTLEMENT
btx_8f5332e8f7,UTRC4745A5E9376,2937.22,2026-08-04T00:00:00,RAZORPAY af41b8ad SETTLEMENT
btx_eaf42f293d,UTR7DC656F19844,2371.4,2026-08-15T00:00:00,RAZORPAY 2d640930 SETTLEMENT
btx_faef9f253c,UTR876F098336A7,37170.4,2026-08-21T00:00:00,RAZORPAY 95fe2459 SETTLEMENT
btx_6246dbdf87,UTRE118DB34296C,46202.48,2026-07-09T00:00:00,RAZORPAY de4feaa5 SETTLEMENT
btx_1208916d17,UTR41F9972FA0E8,1644.48,2026-08-01T00:00:00,RAZORPAY efa30311 SETTLEMENT
btx_039d0f6f20,UTRF76E484C7B82,9897.43,2026-08-01T00:00:00,RAZORPAY 8585f8d7 SETTLEMENT
btx_795284c201,UTR24C33E02C236,1377.54,2026-08-25T00:00:00,RAZORPAY 98ccc954 SETTLEMENT
btx_2960e0365d,UTRE5CD9E0BA9CB,308.91,2026-07-27T00:00:00,RAZORPAY fbdd704c SETTLEMENT
btx_de99a0bf3c,UTR97909A2E35CD,6791.52,2026-07-17T00:00:00,RAZORPAY 1e5ec446 SETTLEMENT
btx_63dc97e56b,UTRC73D8D5E533A,523.55,2026-08-10T00:00:00,RAZORPAY d424b61c SETTLEMENT
btx_5614eca08f,UTR35AEAAE5C34F,384.48,2026-07-14T00:00:00,RAZORPAY 1509ac3d SETTLEMENT
btx_f95b2e4957,UTR11A841EE0098,303.66,2026-07-25T00:00:00,RZP dcce76 ADJ
btx_5544ac0ccb,UTR148229BB8305,45869.45,2026-08-21T00:00:00,RAZORPAY c37db1f7 SETTLEMENT
btx_a26148c696,UTR361CC5EAE23D,16303.33,2026-07-17T00:00:00,RAZORPAY 08c7cd02 SETTLEMENT
btx_72d1ae393b,UTRA7CDF58B47C9,30275.43,2026-07-16T00:00:00,RAZORPAY bf6c662d SETTLEMENT
btx_f3dad14ffd,UTR714B942604B5,11621.05,2026-07-18T00:00:00,RAZORPAY 52195691 SETTLEMENT
btx_a1f49ba3ee,UTRB50CBEAEE205,7550.81,2026-08-14T00:00:00,RAZORPAY 6cb7d3a8 SETTLEMENT
btx_002ba3d1b3,UTRA22B497E17D5,908.05,2026-07-16T00:00:00,RAZORPAY d21a89c0 SETTLEMENT
btx_b4b157559a,UTR862EA38DABF7,-18.81,2026-08-24T00:00:00,RAZORPAY 79991bca SETTLEMENT
btx_4239a71fad,UTRA24B9DE3DEF5,685.99,2026-07-18T00:00:00,RAZORPAY ecd7201d SETTLEMENT
btx_2035f9eab5,UTR0758AA8853EE,987.05,2026-08-04T00:00:00,RAZORPAY cf7e37fb SETTLEMENT
btx_b706ea5006,UTRA17788612ACD,157.55,2026-08-23T00:00:00,RAZORPAY 04176f1b SETTLEMENT
btx_7e303fcf0b,UTR0D22314D352D,996.77,2026-08-16T00:00:00,RAZORPAY 57ef5714 SETTLEMENT
btx_8a508a54a5,UTR9D9DC97F922C,631.16,2026-08-31T00:00:00,RAZORPAY 753c0f66 SETTLEMENT
btx_cd27e78e76,UTR822D5B1D1935,-27.64,2026-08-08T00:00:00,RAZORPAY 9320194d SETTLEMENT
btx_723a271c4a,UTR372E023D4082,7430.96,2026-07-15T00:00:00,RZP a8bc68 ADJ
btx_46383a15c6,UTR0B981E103875,1029.04,2026-07-13T00:00:00,RAZORPAY 5b08b88a SETTLEMENT
btx_3a9b258ea8,UTR77DCECD9DB54,663.99,2026-07-30T00:00:00,RAZORPAY 044a8eaf SETTLEMENT
btx_3a09396bd2,UTR3AF311B78BDB,-249.18,2026-08-31T00:00:00,RAZORPAY 5b3bce8c SETTLEMENT
btx_61362bf5f4,UTR3E556E162AF0,1034.43,2026-08-04T00:00:00,RAZORPAY 45454919 SETTLEMENT
btx_0533df3ac6,UTRA95884C97D5C,235.21,2026-07-09T00:00:00,RAZORPAY 6d452af5 SETTLEMENT PART1
btx_b47946ae6a,UTR208C12C9068E,235.21,2026-07-09T00:00:00,RAZORPAY 6d452af5 SETTLEMENT PART2
btx_08a227756f,UTRC2890955B053,184.55,2026-08-15T00:00:00,RAZORPAY ed30c80c SETTLEMENT
btx_6ffc38898f,UTRB8E3682504D7,878.13,2026-08-24T00:00:00,RAZORPAY 7194b787 SETTLEMENT
btx_539208998e,UTR4D644E452986,1837.04,2026-07-18T00:00:00,RAZORPAY b053c74a SETTLEMENT
btx_97a5bc8015,UTR70C36F3E1460,675.69,2026-07-20T00:00:00,RAZORPAY c84710c0 SETTLEMENT
btx_96e715dc83,UTR67A9A2D45F45,-1293.74,2026-08-27T00:00:00,RAZORPAY 46ccd33c SETTLEMENT
btx_b517411349,UTR9663EA79AB8E,-10.5,2026-08-02T00:00:00,RAZORPAY 45aca125 SETTLEMENT
btx_83b6454038,UTR92D557791519,34194.46,2026-07-11T00:00:00,RAZORPAY 7419bb08 SETTLEMENT
btx_2e8302421b,UTRE12DA91BCE86,1207.96,2026-07-18T00:00:00,RAZORPAY 48490d86 SETTLEMENT
btx_635b3bd162,UTR2CBE2F7E32AB,1377.55,2026-07-29T00:00:00,RAZORPAY e3744488 SETTLEMENT
btx_dc018c461d,UTR41183357D2EB,9262.28,2026-08-14T00:00:00,RAZORPAY 1d995ff3 SETTLEMENT
btx_9482ade7e8,UTRB48BCE3BA087,1247.48,2026-08-16T00:00:00,RAZORPAY 2176e4ce SETTLEMENT
btx_a93e786020,UTR12DEA74DB64A,1094.46,2026-08-28T00:00:00,RAZORPAY a8147e30 SETTLEMENT
btx_acda0cfd7c,UTR1103C9FB4D5F,703.75,2026-07-19T00:00:00,RAZORPAY 7db64e9a SETTLEMENT
btx_5418bf01d1,UTRDE57541B9B58,438.83,2026-07-19T00:00:00,RAZORPAY 59ea71d0 SETTLEMENT
btx_2cd48afce6,UTR50AB265EDC4D,156.02,2026-07-15T00:00:00,RAZORPAY 9a96ab81 SETTLEMENT
btx_819f577ca8,UTRBC79A4EE32C8,773.15,2026-07-19T00:00:00,RAZORPAY 4dc9b7f1 SETTLEMENT
btx_c033df4cba,UTR78FFC39E4595,552.65,2026-07-29T00:00:00,RAZORPAY d2e5a692 SETTLEMENT
btx_47a25e7b34,UTR28D9B084521D,1519.56,2026-08-24T00:00:00,RAZORPAY 1038591e SETTLEMENT
btx_5469e9227b,UTRD101B13AECD0,962.37,2026-07-22T00:00:00,RAZORPAY d2642268 SETTLEMENT
btx_f7f10e5e96,UTR77A4F8101F1D,1284.39,2026-07-25T00:00:00,RAZORPAY e6a937a3 SETTLEMENT
btx_8047a6a0b7,UTR9AB8D2D8ED52,578.61,2026-07-06T00:00:00,RAZORPAY 6f715617 SETTLEMENT
btx_0abfdd6a97,UTR9D13CFEDDF25,2378.98,2026-07-26T00:00:00,RAZORPAY 7f7e50cd SETTLEMENT
btx_e16f661d69,UTRD43B69FA7F27,17435.69,2026-08-04T00:00:00,RAZORPAY 6a58b141 SETTLEMENT
btx_be8c36860b,UTRDE90C03A09A9,-241.58,2026-08-26T00:00:00,RAZORPAY 55c64bca SETTLEMENT
btx_a6e5c4fe81,UTR919DA0BF3F49,501.55,2026-07-11T00:00:00,RAZORPAY 050f38d2 SETTLEMENT
btx_dd563cf12f,UTRB2725D4B4C94,326.71,2026-08-30T00:00:00,RZP 8fe58d ADJ
btx_db59b999ee,UTR3A194C5B3D2C,4516.14,2026-09-02T00:00:00,RAZORPAY bd0c158b SETTLEMENT
btx_0ef2269e8d,UTR9975E48671DD,18626.15,2026-07-24T00:00:00,RAZORPAY 2b07a267 SETTLEMENT
btx_5532629b67,UTRA7F0EB5EAB37,498.35,2026-09-02T00:00:00,RAZORPAY 6b5fc106 SETTLEMENT PART1
btx_c6e68525f7,UTR21167C8B0EAC,498.35,2026-09-02T00:00:00,RAZORPAY 6b5fc106 SETTLEMENT PART2
btx_0ae6e67d2f,UTRB081E1011830,2140.98,2026-07-09T00:00:00,RAZORPAY acae83ed SETTLEMENT
btx_9c1a1f69a0,UTR5099801214D2,6986.26,2026-07-14T00:00:00,RAZORPAY 0062062a SETTLEMENT
btx_faed169b1c,UTRCCF57801639F,1331.2,2026-08-18T00:00:00,RAZORPAY 572ccad6 SETTLEMENT
btx_faca5bae4d,UTR52E838F3E52C,1231.47,2026-08-13T00:00:00,RAZORPAY 61d3647f SETTLEMENT
btx_8bfe77359e,UTRC3AB8AFC2942,11053.29,2026-08-22T00:00:00,RAZORPAY ac7c3b46 SETTLEMENT
btx_124e356604,UTR5369F834A5F6,11132.98,2026-08-23T00:00:00,RAZORPAY 826719a2 SETTLEMENT
btx_9e07f27c51,UTRBD0D276267F2,5125.08,2026-07-21T00:00:00,RAZORPAY ecb5b3a9 SETTLEMENT
btx_758356cb21,UTR90DEDA2E957B,1703.45,2026-07-18T00:00:00,RAZORPAY 5d79a392 SETTLEMENT PART1
btx_e50f1c5e41,UTRA9A5F0669B63,1703.45,2026-07-18T00:00:00,RAZORPAY 5d79a392 SETTLEMENT PART2
btx_1980449f1f,UTRBE5C5EA05ABA,7175.31,2026-07-21T00:00:00,RAZORPAY 02256ad4 SETTLEMENT
btx_d1974ec5f4,UTRFC4853AD6F92,3046.48,2026-08-10T00:00:00,RAZORPAY 174419b6 SETTLEMENT
btx_c530eee52c,UTRA852F31A7D84,5711.43,2026-07-30T00:00:00,RAZORPAY ff3d223a SETTLEMENT
btx_87964651e6,UTR440CAFECC0E9,635.22,2026-07-10T00:00:00,RAZORPAY b3921ace SETTLEMENT
btx_c7650d3528,UTR2FC22DFF8962,1028.37,2026-08-29T00:00:00,RAZORPAY 3fe456f1 SETTLEMENT
btx_c4b3d87318,UTR8781D66E4B6C,34364.64,2026-07-20T00:00:00,RAZORPAY bb516fe0 SETTLEMENT
