settlement_id,payment_ids,root_cause,expected_net,actual_bank_amount,is_explainable
sett_ca0153d2db,pay_d02b3d7345,missing_settlement,-6.35,,True
sett_522d0ded66,pay_f5049ed38f;pay_befdba1f78,bank_adjustment,24796.81,24719.45,False
sett_6abc788a09,pay_c717d04078;pay_be26b92bc8,none,2296.87,2296.87,True
sett_5676ecc3fd,pay_05688103f2,fee_discrepancy,336.24,282.23,True
sett_d0ed92001a,pay_e402c6700f,none,1138.07,1138.07,True
sett_878a688841,pay_7ab98c2cde,none,301.61,301.61,True
sett_6c9cb1772e,pay_508917a331,none,5760.96,5760.96,True
sett_efa0ad918f,pay_94b1248528;pay_116b5f9938,fee_discrepancy,1892.32,1818.86,True
sett_25b16fca93,pay_a7e4ca3b7c,none,-30.5,-30.5,True
sett_158042f72f,pay_abc3e4204a,none,1183.77,1183.77,True
sett_f147ff6d2e,pay_3e7c135628,currency_conversion,4259.01,4245.7,False
sett_3b81e3661e,pay_67ba86f81f,none,3993.35,3993.35,True
sett_b8857a1cb5,pay_0d6b52557b,split_settlement,982.95,982.95,True
sett_447d357ea4,pay_a4e806c366,none,9125.93,9125.93,True
sett_dcc4ac35e7,pay_4fb8462c49,none,8681.14,8681.14,True
sett_14a3a38ead,pay_2dc64ab3c1,none,466.44,466.44,True
sett_4041f46f75,pay_cef076b8b9;pay_9833583577,none,1786.54,1786.54,True
sett_c52c984727,pay_f4842ff549;pay_2b94d14e9d,none,2440.93,2440.93,True
sett_93f43c088a,pay_22209a4ee6,none,675.77,675.77,True
sett_5997c2a1e1,pay_a76b51ed75,timing_skew,631.69,631.69,True
sett_ee39e0ab45,pay_82313b22e6,currency_conversion,299.89,298.5,False
sett_b4a000ce25,pay_e8c195d7fa,none,278.11,278.11,True
sett_300eba7177,pay_5995c2f72a,none,6899.97,6899.97,True
sett_866b8f0b1b,pay_b4ba177376,none,3789.62,3789.62,True
sett_ec4d1c40ab,pay_d682856cc1,none,325.05,325.05,True
sett_96fc471170,pay_0387f84e2b,fee_discrepancy,131.71,29.0,True
sett_02f6337a19,pay_6376c0f809,none,791.24,791.24,True
sett_0f21f1ff5b,pay_5f13f2607d;pay_a70bc1be41,timing_skew,28666.49,28666.49,True
sett_94c8a1323b,pay_34aa02e50b,currency_conversion,941.77,938.9,False
sett_f1b1db2601,pay_5319c884d0,none,2360.41,2360.41,True
sett_3a2d2a0bd1,pay_4c6d74cb82,none,486.75,486.75,True
sett_37b985285e,pay_fd3fd7af96,duplicate_record,9066.89,-219.15,True
sett_bfaf41b8ad,pay_7133226252,none,2937.22,2937.22,True
sett_802d640930,pay_7c094e0522,none,2371.4,2371.4,True
sett_da976e95e3,pay_0ab442e960,missing_settlement,2868.41,,True
sett_2395fe2459,pay_3efc0d4b3e,partial_refund,42669.9,37170.4,True
sett_04de4feaa5,pay_a5f407363b;pay_abea91c7d5,none,46202.48,46202.48,True
sett_f9efa30311,pay_71dc21641a,timing_skew,1644.48,1644.48,True
sett_628585f8d7,pay_4d95e70919;pay_63265fb857,none,9897.43,9897.43,True
sett_1198ccc954,pay_220e74f667,none,1377.54,1377.54,True
sett_f9fbdd704c,pay_6153b1bff3,none,308.91,308.91,True
sett_ee1e5ec446,pay_f397d018b0,none,6791.52,6791.52,True
sett_53d424b61c,pay_4e3b3c61ab,none,523.55,523.55,True
sett_5c1509ac3d,pay_40c2ffd9eb,none,384.48,384.48,True
sett_99fedcce76,pay_f61855423f,bank_adjustment,394.27,303.66,False
sett_05c37db1f7,pay_9045668601,none,45869.45,45869.45,True
sett_df08c7cd02,pay_520e7f537e,none,16303.33,16303.33,True
sett_ebbf6c662d,pay_2237225e52;pay_2e53e49acf,fee_discrepancy,30414.02,30275.43,True
sett_f752195691,pay_6a12fbce46,none,11621.05,11621.05,True
sett_b36cb7d3a8,pay_d9265df8ae,none,7550.81,7550.81,True
sett_00d21a89c0,pay_6f86c82f69,partial_refund,1147.47,908.05,True
sett_a079991bca,pay_2044bd0da7,none,-18.81,-18.81,True
sett_5fecd7201d,pay_0254ae5e49,none,685.99,685.99,True
sett_dccf7e37fb,pay_0597c871f5;pay_bd57b1ab48,none,987.05,987.05,True
sett_e104176f1b,pay_3d6f500433,fee_discrepancy,247.16,157.55,True
sett_6f57ef5714,pay_986fddf7cd,none,996.77,996.77,True
sett_48753c0f66,pay_fd2f16f205,none,631.16,631.16,True
sett_679320194d,pay_3302a5ad5f,duplicate_record,1143.23,-27.64,True
sett_97e8a8bc68,pay_864e9d139b,bank_adjustment,7867.84,7430.96,False
sett_ba5b08b88a,pay_f39f2cd190;pay_3b9aaf72d3,none,1029.04,1029.04,True
sett_3c044a8eaf,pay_956f20645c,none,663.99,663.99,True
sett_385b3bce8c,pay_a4e084ef76,none,-249.18,-249.18,True
sett_c8c443cae6,pay_b7546d5ec2;pay_e5c8606992,missing_settlement,13319.45,,True
sett_d145454919,pay_7e2b6adb3a,none,1034.43,1034.43,True
sett_c06d452af5,pay_9d7edecc1c,split_settlement,470.42,470.42,True
sett_daed30c80c,pay_e3d8644d58,none,184.55,184.55,True
sett_247194b787,pay_81004ac536,none,878.13,878.13,True
sett_c7b053c74a,pay_cb2ec540f4,none,1837.04,1837.04,True
sett_84c84710c0,pay_2dc4e23333,none,675.69,675.69,True
sett_2846ccd33c,pay_51c35a0e5f,duplicate_record,793.48,-1293.74,True
sett_6945aca125,pay_c2c3a08d2a,none,-10.5,-10.5,True
sett_cc7419bb08,pay_c80bd5a9fd,none,34194.46,34194.46,True
sett_0648490d86,pay_b7aefd058a,none,1207.96,1207.96,True
sett_92e3744488,pay_1c384a855a,none,1377.55,1377.55,True
sett_841d995ff3,pay_5b998324e2,fee_discrepancy,9325.38,9262.28,True
sett_ed2176e4ce,pay_fc6bbfe147,none,1247.48,1247.48,True
sett_61a8147e30,pay_cfa1466563,none,1094.46,1094.46,True
sett_907db64e9a,pay_b2a9909402,none,703.75,703.75,True
sett_c659ea71d0,pay_4fa1c67de1,none,438.83,438.83,True
sett_729a96ab81,pay_d40ac3d257,none,156.02,156.02,True
sett_f74dc9b7f1,pay_5ff592ba97,none,773.15,773.15,True
sett_22d2e5a692,pay_40d2e216e4,none,552.65,552.65,True
sett_c01038591e,pay_fad43dfc6a,none,1519.56,1519.56,True
sett_9ed2642268,pay_8386789bc0;pay_185f33ebdd,none,962.37,962.37,True
sett_36781e4167,pay_e78ecbe3f2,missing_settlement,5903.07,,True
sett_9b0302a0e9,pay_e509d78310,missing_settlement,685.55,,True
sett_73e6a937a3,pay_c813248382,timing_skew,1284.39,1284.39,True
sett_d16f715617,pay_bb2adb7b4b,none,578.61,578.61,True
sett_3d7f7e50cd,pay_7be2a6579c,none,2378.98,2378.98,True
sett_7c6a58b141,pay_76165ea8a0,none,17435.69,17435.69,True
sett_db55c64bca,pay_2aa8eee33e,timing_skew,-241.58,-241.58,True
sett_0e050f38d2,pay_4bc7d1e38f,none,501.55,501.55,True
sett_456e8fe58d,pay_61d69bd6da,bank_adjustment,732.81,326.71,False
sett_61bd0c158b,pay_a892ba089f,timing_skew,4516.14,4516.14,True
sett_8d2b07a267,pay_a54cd5dde0,none,18626.15,18626.15,True
sett_506b5fc106,pay_d6add7c2c4,split_settlement,996.7,996.7,True
sett_ccacae83ed,pay_7e9bda68ec,none,2140.98,2140.98,True
sett_ac0062062a,pay_8990a36008,none,6986.26,6986.26,True
sett_51572ccad6,pay_106fc27f4f,none,1331.2,1331.2,True
sett_d461d3647f,pay_ccdcf1308e,none,1231.47,1231.47,True
sett_7cac7c3b46,pay_da0e5b2b07,none,11053.29,11053.29,True
sett_36826719a2,pay_1d96c59006,none,11132.98,11132.98,True
sett_71ecb5b3a9,pay_c836102bd8,none,5125.08,5125.08,True
sett_f75d79a392,pay_9232bf00e9;pay_5875c0278d;pay_b3d454da6d,split_settlement,3406.9,3406.9,True
sett_3602256ad4,pay_9068277963,none,7175.31,7175.31,True
sett_d7174419b6,pay_d30770b789,none,3046.48,3046.48,True
sett_65ff3d223a,pay_3f6022a3f4;pay_bc96ff9622,none,5711.43,5711.43,True
sett_89b3921ace,pay_904d413094,none,635.22,635.22,True
sett_c53fe456f1,pay_1cc8b831fc,none,1028.37,1028.37,True
sett_2ebb516fe0,pay_eb220a3dce,none,34364.64,34364.64,True
sett_9d720b3bb2,pay_55a6133148,timing_skew,8615.22,8615.22,True
sett_2cbaff1d14,pay_ee3b013459,none,966.6,966.6,True
sett_903df4fc36,pay_ae182f2ec2,missing_settlement,1851.6,,True
sett_9ec0257f9e,pay_0821483580,none,162.89,162.89,True
sett_223e54398b,pay_a9d7ace922,none,11604.03,11604.03,True
sett_f864f8dc45,pay_ca9ac66013,timing_skew,676.44,676.44,True
sett_94b1b80216,pay_e8d42f40d2,none,1069.76,1069.76,True
sett_8bcd7e6844,pay_bf6f143dc3,partial_refund,258.59,197.4,True
sett_b133cb9b45,pay_9adef64c15,duplicate_record,5788.54,-139.91,True
sett_c06ee861c1,pay_fcc8393ff7,none,1287.48,1287.48,True
sett_4ffe6ac950,pay_f20d14dcbc,none,1081.9,1081.9,True
sett_7ad9b6bce4,pay_5de85ae3c4,split_settlement,2992.0,2992.0,True
sett_1eac3644bd,pay_40a3d2b37c,partial_refund,24294.7,21438.8,True
sett_19eaccf69b,pay_97032043b2,none,2006.68,2006.68,True
sett_610bc52ec5,pay_4bc408b388,none,18385.85,18385.85,True
sett_9cbb3c14d4,pay_a058d89dbe,none,7686.2,7686.2,True
sett_29901b904b,pay_cc3b04077a;pay_e8e2f0c9ee,none,1499.9,1499.9,True
sett_71e9db6ea8,pay_2d9c62b23b,bank_adjustment,347.35,288.28,False
sett_15ef69bf97,pay_78f3a45b14,none,-445.93,-445.93,True
sett_89cc21271d,pay_71d9c08b3f,none,654.67,654.67,True
sett_835595d3a3,pay_c3f316dea5,none,9514.77,9514.77,True
sett_3ead66e090,pay_8cebe87356,none,10071.2,10071.2,True
sett_efb1d13df4,pay_cc45836fcc,duplicate_record,1108.07,-26.79,True
sett_70122f612a,pay_5ebcb4f30f,partial_refund,37976.75,32575.96,True
sett_a32e20214b,pay_e45496b9f3,split_settlement,266.34,266.34,True
sett_61318fd565,pay_4bc196e5d2,none,28212.05,28212.05,True
sett_64fd502e76,pay_84406e1b28,none,9752.62,9752.62,True
sett_798fb949d9,pay_dfdfcabc78;pay_699620d0b5,none,43400.21,43400.21,True
sett_308d9e9ffb,pay_ebd59aa9c3,none,876.67,876.67,True
sett_5db5f5ca3c,pay_91c24db425,none,10518.34,10518.34,True
sett_3c7b795532,pay_1c2d21e0c5,fee_discrepancy,1027.41,952.14,True
sett_c6ad205524,pay_74353bfa4d,none,31470.93,31470.93,True
sett_760ca21a56,pay_de053e6acc,none,20088.31,20088.31,True
sett_4ee436702d,pay_87fc692c15,none,952.39,952.39,True
sett_f65950be7a,pay_a368c00046,timing_skew,3998.47,3998.47,True
sett_8bc5a9e411,pay_9927b46ced,none,40499.59,40499.59,True
sett_2ed949ee35,pay_354be9fe31,none,2420.47,2420.47,True
sett_82e1ac0dba,pay_5f54a624ea;pay_e3f7d97dcf;pay_de94df9ec7,none,7517.64,7517.64,True
sett_787e7eb9c6,pay_fa3703f799,split_settlement,987.42,987.42,True
sett_80ac0a6d92,pay_ad8ce35642,none,1088.17,1088.17,True
sett_111a177a57,pay_cae80aff4e;pay_d8833f475f,currency_conversion,7685.91,7670.44,False
sett_22f0c268a5,pay_9495e0cc9c,none,566.37,566.37,True
sett_d1927ee4e0,pay_d9c43f4241,none,7200.19,7200.19,True
sett_9514f7af8d,pay_577933f351,none,747.94,747.94,True
sett_26a9e97c89,pay_a1d5d11065,none,319.47,319.47,True
sett_cf24209c02,pay_fbbba3b543,none,-9.4,-9.4,True
sett_2e82841ece,pay_000c314b54,none,385.02,385.02,True
sett_f29cf16b41,pay_02123a02cd,none,1046.8,1046.8,True
sett_ce2d560f16,pay_3c5e2fb48d,split_settlement,1303.87,1303.87,True
sett_19bcc396d5,pay_fd0e9d74eb;pay_11801eb216,none,4791.22,4791.22,True
sett_2c8e9f601b,pay_92a4b09c5a;pay_cfa1951ad3;pay_dd37bd22e3,none,1084.31,1084.31,True
sett_d2302919c1,pay_4bb3eaef0b;pay_e1d449d13f,none,32115.91,32115.91,True
sett_e2f81d4ead,pay_11042c550f;pay_713d3521fe,currency_conversion,1023.9,1020.95,False
sett_5e17a4cc1d,pay_3042a90ce3,none,4278.46,4278.46,True
sett_f6eeca807f,pay_064abc7ece,none,47020.09,47020.09,True
sett_465746d933,pay_886d88c280,none,3622.02,3622.02,True
sett_421ccc94b1,pay_e235b69cf1,none,8620.03,8620.03,True
sett_d0634511eb,pay_4cb1acb928;pay_44d4a72ee6,none,36745.69,36745.69,True
sett_3f529ea88f,pay_074b68c0ea,bank_adjustment,1126.46,1034.58,False
sett_af3315086a,pay_c1a5aeb594;pay_b4e8be9542,none,1373.58,1373.58,True
sett_38ba2d7c56,pay_39b55c76b8,bank_adjustment,495.57,193.12,False
sett_b33f87a1ed,pay_85d557da70,none,1341.33,1341.33,True
sett_9453693644,pay_22acd24395,none,922.89,922.89,True
sett_9c48812a46,pay_d679747cb6;pay_7e6ed3d25c,currency_conversion,57136.24,56997.85,False
sett_60d8f58c9d,pay_16f07e2d8e,none,67.55,67.55,True
sett_55ac197445,pay_b7e26ed86e,none,254.41,254.41,True
sett_4ad0663aa8,pay_5448c80a90,missing_settlement,995.76,,True
sett_515c504f49,pay_b0ead415c1,none,3281.66,3281.66,True
sett_ebaaadb5f4,pay_133f6ff205,none,393.82,393.82,True
sett_c6ae0b5b43,pay_bd6fd102ab,none,10660.92,10660.92,True
sett_2aa482e7a2,pay_cc9f190079,none,373.4,373.4,True
sett_05fd2117cd,pay_d182eab29e,none,117.54,117.54,True
sett_0eee97d8ae,pay_5dc9eabf05,bank_adjustment,798.21,740.46,False
sett_cdc737caa5,pay_d60e5f9cba,currency_conversion,1587.43,1580.07,False
sett_e5659ce0c6,pay_85f560037b,none,-205.79,-205.79,True
sett_3fdb9915bd,pay_b8238d24f7,fee_discrepancy,1111.67,992.52,True
sett_29026c678e,pay_168e83ff63;pay_99065bfe1a,partial_refund,1756.39,1640.54,True
sett_88322936dc,pay_744049d6dd;pay_7081a0bcd4,timing_skew,10166.2,10166.2,True
sett_e95b27b5c9,pay_35fdfae047,none,428.79,428.79,True
sett_7156f0876c,pay_74ad80052b,none,348.53,348.53,True
sett_971d216df7,pay_fb37525777,missing_settlement,46529.78,,True
sett_30c40c1680,pay_e62c0a17b7,currency_conversion,1088.67,1085.57,False
sett_1b582e4d08,pay_17cbd8d051,none,487.7,487.7,True
sett_cf4635ea8d,pay_fc4267218e,none,741.09,741.09,True
sett_142e7c71b9,pay_4c0969a3d3,none,113.54,113.54,True
sett_45a001da22,pay_a3f622026d;pay_9a24485fed,none,33476.12,33476.12,True
sett_4a378fcc21,pay_ee08d0fefa,none,518.41,518.41,True
sett_e6af05ce9b,pay_05b83f9b41,partial_refund,10963.46,9094.07,True
sett_2064d20bdb,pay_8bb491afe3;pay_b6aac18c4c,none,1690.94,1690.94,True
sett_77bd46c1b4,pay_6d26d79a7a,partial_refund,-233.03,-2328.09,True
sett_44320c915a,pay_1950f70f07,missing_settlement,1480.79,,True
sett_61362a9de2,pay_6252c789ee,none,178.26,178.26,True
sett_6efb316231,pay_57d9502749,none,39965.83,39965.83,True
sett_8f9b895964,pay_7a3cafe4a3,none,44110.76,44110.76,True
sett_24e2b6fbcd,pay_660d16d96a,none,1445.71,1445.71,True
sett_d3fe93b4cf,pay_22b519758c,none,759.98,759.98,True
sett_63794779b6,pay_0e90436440,currency_conversion,48345.81,48154.02,False
sett_e1da41a2bb,pay_65c85e0116,none,386.94,386.94,True
sett_5be1a8862b,pay_d1df39eb10,none,1912.28,1912.28,True
sett_d98a0227af,pay_61a0590e7e,none,2391.83,2391.83,True
sett_a0baedf3c2,pay_1cee966e90,none,1078.35,1078.35,True
sett_77e882e8d4,pay_cb51c8bdd2,none,-271.81,-271.81,True
sett_e336807fd3,pay_c5e00fa9a1,none,2976.04,2976.04,True
sett_febc6f4a63,pay_ddec0d4921,partial_refund,1038.93,846.72,True
sett_d4253563a0,pay_6fa47d89d7,none,13898.93,13898.93,True
sett_65d4106af5,pay_7d571e2f4a,none,675.09,675.09,True
sett_89046fd3ef,pay_bd15051406,none,1197.17,1197.17,True
sett_b72b0a368e,pay_8974b239be,none,802.22,802.22,True
sett_4c71ba2182,pay_faf5dcabe5,none,8131.71,8131.71,True
sett_9e62e6db75,pay_bd6acff4d9,none,1116.51,1116.51,True
sett_e57488ed65,pay_fe9c08fff9;pay_94a57d7d4e,currency_conversion,702.96,700.42,False
sett_7c1f9e45d9,pay_53fcd19caa;pay_99af57b69c;pay_837d8fb1af,missing_settlement,7830.7,,True
sett_adad52359b,pay_57b915f3fe,none,1433.3,1433.3,True
sett_4354259847,pay_30c1d1175c,none,340.65,340.65,True
sett_ce126d98f2,pay_29b04083c0,none,194.08,194.08,True
sett_66974496c8,pay_2489f6760b,none,40758.72,40758.72,True
sett_5f53f9cce4,pay_2cc1cf909c,none,1055.14,1055.14,True
sett_ffb760b7cf,pay_69a526d1c3,none,569.48,569.48,True
sett_6658ced840,pay_ff6e219413,none,310.2,310.2,True
sett_aca895c3ea,pay_289979b51f,none,220.87,220.87,True
sett_26b2a4a639,pay_b044b286d9,none,488.39,488.39,True
sett_ec2b7707a2,pay_3b5777aa5a,timing_skew,8667.71,8667.71,True
sett_5c4689d0b9,pay_962461ccf4,none,328.02,328.02,True
sett_5a080c9b34,pay_d99f36546f,split_settlement,10186.94,10186.94,True
sett_1f4b95cc2b,pay_0ec592778c,none,2054.08,2054.08,True
sett_72c9105c0f,pay_9c81cbfde8,bank_adjustment,5968.97,5778.82,False
sett_6463dba0c3,pay_51859ed9f7,fee_discrepancy,3380.33,3251.87,True
sett_7135624013,pay_91bf91b722,none,150.09,150.09,True
sett_eda9eda7d8,pay_0e385ad64a,none,3327.95,3327.95,True
sett_e940f5327e,pay_201b0015fa,none,493.83,493.83,True
sett_f346ae655d,pay_5527c853aa,timing_skew,1296.57,1296.57,True
sett_74665f74e8,pay_1b63fdd7fc,none,13972.43,13972.43,True
sett_6379cbf907,pay_59ffb8fda7,bank_adjustment,793.8,351.66,False
sett_c174d116d2,pay_c7d4c6c54a;pay_dbbf3fd5de,none,1507.73,1507.73,True
sett_e255db0a40,pay_34552e7828,split_settlement,11122.64,11122.64,True
sett_5a583e55cd,pay_c99009f7d0,missing_settlement,984.31,,True
sett_6b3d101d63,pay_96fda91928,none,18274.24,18274.24,True
sett_79f4962c1c,pay_7a2bf10f0f,none,3578.19,3578.19,True
sett_703b040745,pay_2146301e4a,none,47721.21,47721.21,True
sett_ef1b8a7adf,pay_bcd4bc97f6,currency_conversion,867.03,863.8,False
sett_6136e53c89,pay_56977066cd,none,7662.12,7662.12,True
sett_9589a386ad,pay_96a309552f,none,-11.13,-11.13,True
sett_1b0621cf95,pay_eba3b4fcc7,fee_discrepancy,310.65,165.92,True
sett_fb51ea99c3,pay_cc82eea18b,missing_settlement,777.15,,True
sett_e221ca523a,pay_a7dc5c820a,none,11282.27,11282.27,True
sett_ffed89487b,pay_891c7dccfd,none,1264.09,1264.09,True
sett_f49d5b927e,pay_b9c326bff8,none,1048.74,1048.74,True
sett_11209583b7,pay_5d210de87c,fee_discrepancy,875.69,795.71,True
sett_6c8e1034a8,pay_7d6499e56d,none,4535.21,4535.21,True
sett_70b27f06da,pay_434fc07a9e,none,975.85,975.85,True
sett_56894cf309,pay_a11bb0e700,currency_conversion,28572.65,28470.58,False
sett_a73682419e,pay_7ea0192339,none,1434.43,1434.43,True
sett_308eaaf476,pay_99ec712013,none,11470.62,11470.62,True
sett_51410a44c2,pay_72117a70ee,partial_refund,593.43,480.91,True
sett_1547904b97,pay_ba5256f88b,none,1285.27,1285.27,True
sett_212d168536,pay_badb180ecc;pay_aeeeaf5419,none,11494.51,11494.51,True
sett_30e70829b3,pay_dbe62c91a8,none,719.35,719.35,True
sett_fe02c6a6f6,pay_b6c8e5742d,none,342.58,342.58,True
sett_c604725dc8,pay_07d95b0259,none,35982.22,35982.22,True
sett_00a6b9c8d8,pay_9fc6228429,partial_refund,16502.52,14382.13,True
sett_c529a59b69,pay_0d48f8e534,none,11627.08,11627.08,True
sett_f852510db2,pay_cfb9caea23,none,4444.51,4444.51,True
sett_2e3ce0cad6,pay_cf71f3e2b3,none,3509.62,3509.62,True
sett_b5f9f59967,pay_79770ce4cc,none,386.74,386.74,True
sett_90e83e3bdd,pay_6167612897,timing_skew,209.33,209.33,True
sett_22b173ab79,pay_51ccd3495d,none,5858.02,5858.02,True
sett_90d78a5d63,pay_c5ac622449,partial_refund,7586.48,6502.79,True
sett_0e5f864298,pay_259b091e42,partial_refund,713.53,511.03,True
sett_bdd3888458,pay_9ff418ab16,none,3388.5,3388.5,True
sett_b88a464871,pay_5f4e3f05e2,none,1143.47,1143.47,True
sett_34000d31f1,pay_b5a8d3e31c,none,693.47,693.47,True
sett_1c1d6b181e,pay_a7972f0755,currency_conversion,120.1,119.88,False
sett_f6b7322f8b,pay_f678f5003b,none,2638.48,2638.48,True
sett_f26e1d48bb,pay_924c60a04b,none,5522.51,5522.51,True
sett_cced92a694,pay_5528130e83,none,7615.36,7615.36,True
sett_7074806b65,pay_a2d580556e,currency_conversion,5483.59,5474.27,False
sett_f60e7da548,pay_bfb6cd353b,bank_adjustment,1184.98,955.25,False
sett_d8f665fc99,pay_d021dd102a,split_settlement,10228.27,10228.27,True
sett_df9873fee5,pay_523742b462,none,810.85,810.85,True
sett_f50eaa4d4c,pay_7f6d061a9e,none,7850.81,7850.81,True
sett_50e81eac5b,pay_5ffab85f66,none,733.79,733.79,True
sett_044cfafc91,pay_25c331cd76,none,238.33,238.33,True
sett_1d5a4a6d0f,pay_f4c422193c,none,7367.4,7367.4,True
sett_7a51791fcc,pay_553e1a922c,none,1127.91,1127.91,True
sett_1fbdbe5678,pay_7aa5875a1b,partial_refund,330.28,229.09,True
sett_d7b13dd20a,pay_b2e53c0067,none,299.95,299.95,True
sett_c73faa3779,pay_98afa55e2b,none,8244.05,8244.05,True
sett_7d0b282b4d,pay_008f1a51fb,split_settlement,115.58,115.58,True
sett_2af6a3d4be,pay_b50437a066,fee_discrepancy,2547.85,2447.89,True
sett_a22e5c9de9,pay_b58b595b9d,fee_discrepancy,772.39,679.09,True
sett_f3ce41a8fb,pay_052d366888,duplicate_record,5028.61,-121.54,True
sett_d3b4a9006d,pay_b813509b47,none,5295.43,5295.43,True
