bank_txn_id,settlement_id,match_type
btx_ab058b24a4,sett_adad52359b,exact
btx_697dfe77a3,sett_4354259847,exact
btx_c5072c902e,sett_ce126d98f2,exact
btx_a4e97b195b,sett_66974496c8,exact
btx_bd6ad6741d,sett_5f53f9cce4,exact
btx_a2f07a5682,sett_ffb760b7cf,exact
btx_6803ed556a,sett_6658ced840,exact
btx_30f0078a53,sett_aca895c3ea,exact
btx_ba3cb2116c,sett_26b2a4a639,exact
btx_8ffdd01d1a,sett_ec2b7707a2,timing_skew
btx_135f2053a2,sett_5c4689d0b9,exact
btx_e770255624,sett_5a080c9b34,split
btx_37cc533c54,sett_5a080c9b34,split
btx_1fe81778f2,sett_1f4b95cc2b,exact
btx_6d66b41d47,sett_72c9105c0f,bank_adjustment
btx_d59d99104b,sett_6463dba0c3,fee_discrepancy
btx_2fca2611e8,sett_7135624013,exact
btx_b667d8ed74,sett_eda9eda7d8,exact
btx_5618613af7,sett_e940f5327e,exact
btx_8d73364131,sett_f346ae655d,timing_skew
btx_f70411cece,sett_74665f74e8,exact
btx_9813dbae99,sett_6379cbf907,bank_adjustment
btx_6a2e76215f,sett_c174d116d2,exact
btx_441444e39d,sett_e255db0a40,split
btx_43a2d23e6e,sett_e255db0a40,split
btx_443f248c65,sett_6b3d101d63,exact
btx_50da8ee3eb,sett_79f4962c1c,exact
btx_8f1ba3c0e8,sett_703b040745,exact
btx_e6d47fd111,sett_ef1b8a7adf,currency_conversion
btx_7791eb6447,sett_6136e53c89,exact
btx_421df254e4,sett_9589a386ad,exact
btx_43ce37e05c,sett_1b0621cf95,fee_discrepancy
btx_3072f9c583,sett_e221ca523a,exact
btx_c71a0468d2,sett_ffed89487b,exact
btx_2a98dc7f7c,sett_f49d5b927e,exact
btx_c06afcb736,sett_11209583b7,fee_discrepancy
btx_ba49b04083,sett_6c8e1034a8,exact
btx_f7570bb92f,sett_70b27f06da,exact
btx_c2d12ea9b3,sett_56894cf309,currency_conversion
btx_649c64344c,sett_a73682419e,exact
btx_d5398561ef,sett_308eaaf476,exact
btx_fa914e1958,sett_51410a44c2,partial_refund
btx_2b261ccd80,sett_1547904b97,exact
btx_8c44d399f8,sett_212d168536,exact
btx_3c98ecc28d,sett_30e70829b3,exact
btx_fa346e7c9b,sett_fe02c6a6f6,exact
btx_d1154c584c,sett_c604725dc8,exact
btx_68555cd6de,sett_00a6b9c8d8,partial_refund
btx_2d543b853c,sett_c529a59b69,exact
btx_ab27efb3cd,sett_f852510db2,exact
btx_f4f4fdd7ed,sett_2e3ce0cad6,exact
btx_608c67e3e0,sett_b5f9f59967,exact
btx_34360b5c45,sett_90e83e3bdd,timing_skew
btx_07828d7c03,sett_22b173ab79,exact
btx_97fa6424e3,sett_90d78a5d63,partial_refund
btx_e386675fb9,sett_0e5f864298,partial_refund
btx_1c09aafddb,sett_bdd3888458,exact
btx_7a9b042815,sett_b88a464871,exact
btx_2b66a5a22f,sett_34000d31f1,exact
btx_ac3b29e7a6,sett_1c1d6b181e,currency_conversion
btx_c3d8bcb093,sett_f6b7322f8b,exact
btx_fccd4a52a0,sett_f26e1d48bb,exact
btx_46d1481824,sett_cced92a694,exact
btx_24e0bade4c,sett_7074806b65,currency_conversion
btx_38c1e03d68,sett_f60e7da548,bank_adjustment
btx_9ed779116e,sett_d8f665fc99,split
btx_0fbc74c7a9,sett_d8f665fc99,split
btx_53b298dcca,sett_df9873fee5,exact
btx_a6c3dde2c1,sett_f50eaa4d4c,exact
btx_9f2576d879,sett_50e81eac5b,exact
btx_ae7a405d80,sett_044cfafc91,exact
btx_68eeafe56b,sett_1d5a4a6d0f,exact
btx_99fa1a7a96,sett_7a51791fcc,exact
btx_d0d730edd6,sett_1fbdbe5678,partial_refund
btx_fd1122b8ba,sett_d7b13dd20a,exact
btx_6a4f8596f3,sett_c73faa3779,exact
btx_66a8f51dae,sett_7d0b282b4d,split
btx_bed0dd7177,sett_7d0b282b4d,split
btx_6ab80c2c25,sett_2af6a3d4be,fee_discrepancy
btx_bb9fea95f8,sett_a22e5c9de9,fee_discrepancy
btx_26f0e0920d,sett_f3ce41a8fb,duplicate_record
btx_b4739afe89,sett_d3b4a9006d,exact
